ir, 2017-02-02 09:40:41, 568.0
ir, 2017-02-02 09:40:51, 568.0
ir, 2017-02-02 09:41:01, 567.0
ir, 2017-02-02 09:41:11, 567.0
ir, 2017-02-02 09:41:21, 568.0
ir, 2017-02-02 09:41:31, 564.0
ir, 2017-02-02 09:41:41, 565.0
ir, 2017-02-02 09:41:51, 565.0
ir, 2017-02-02 09:42:01, 565.0
ir, 2017-02-02 09:42:11, 565.0
ir, 2017-02-02 09:42:21, 564.0
ir, 2017-02-02 09:42:31, 564.0
ir, 2017-02-02 09:42:41, 564.0
ir, 2017-02-02 09:42:51, 565.0
ir, 2017-02-02 09:43:01, 565.0
ir, 2017-02-02 09:43:11, 566.0
blue, 2017-02-02 09:43:11, 456.0
ir, 2017-02-02 09:43:21, 567.0
ir, 2017-02-02 09:43:31, 564.0
ir, 2017-02-02 09:43:51, 565.0
ir, 2017-02-02 09:44:01, 567.0
ir, 2017-02-02 09:44:11, 568.0
ir, 2017-02-02 09:44:21, 566.0
ir, 2017-02-02 09:44:31, 565.0
ir, 2017-02-02 09:44:41, 567.0
ir, 2017-02-02 09:44:51, 567.0
ir, 2017-02-02 09:45:01, 568.0
ir, 2017-02-02 09:45:11, 564.0
ir, 2017-02-02 09:45:21, 567.0
ir, 2017-02-02 09:45:31, 567.0
ir, 2017-02-02 09:45:41, 567.0
ir, 2017-02-02 09:45:51, 565.0
ir, 2017-02-02 09:46:01, 565.0
ir, 2017-02-02 09:46:11, 566.0
ir, 2017-02-02 09:46:21, 564.0
ir, 2017-02-02 09:46:31, 564.0
ir, 2017-02-02 09:46:41, 564.0
blue, 2017-02-02 09:46:41, 455.0
ir, 2017-02-02 09:46:51, 567.0
ir, 2017-02-02 09:47:01, 568.0
ir, 2017-02-02 09:47:11, 567.0
ir, 2017-02-02 09:47:21, 564.0
ir, 2017-02-02 09:47:31, 564.0
ir, 2017-02-02 09:47:41, 569.0
ir, 2017-02-02 09:47:51, 567.0
ir, 2017-02-02 09:48:01, 564.0
ir, 2017-02-02 09:48:11, 564.0
ir, 2017-02-02 09:48:21, 567.0
ir, 2017-02-02 09:48:31, 567.0
ir, 2017-02-02 09:48:41, 568.0
ir, 2017-02-02 09:48:51, 564.0
ir, 2017-02-02 09:49:01, 563.0
ir, 2017-02-02 09:49:11, 566.0
ir, 2017-02-02 09:49:21, 567.0
ir, 2017-02-02 09:49:31, 568.0
ir, 2017-02-02 09:49:41, 563.0
ir, 2017-02-02 09:49:51, 564.0
ir, 2017-02-02 09:50:01, 565.0
blue, 2017-02-02 09:50:01, 456.0
ir, 2017-02-02 09:50:11, 564.0
ir, 2017-02-02 09:50:21, 564.0
ir, 2017-02-02 09:50:31, 564.0
ir, 2017-02-02 09:50:41, 567.0
ir, 2017-02-02 09:50:51, 567.0
ir, 2017-02-02 09:51:01, 565.0
ir, 2017-02-02 09:51:11, 564.0
ir, 2017-02-02 09:51:21, 567.0
ir, 2017-02-02 09:51:31, 566.0
ir, 2017-02-02 09:51:41, 567.0
ir, 2017-02-02 09:51:51, 564.0
ir, 2017-02-02 09:52:01, 564.0
ir, 2017-02-02 09:52:11, 567.0
ir, 2017-02-02 09:52:21, 567.0
ir, 2017-02-02 09:52:31, 564.0
ir, 2017-02-02 09:52:41, 565.0
ir, 2017-02-02 09:52:51, 567.0
ir, 2017-02-02 09:53:01, 568.0
ir, 2017-02-02 09:53:11, 564.0
blue, 2017-02-02 09:53:11, 455.0
ir, 2017-02-02 09:53:21, 564.0
ir, 2017-02-02 09:53:31, 564.0
ir, 2017-02-02 09:53:41, 566.0
ir, 2017-02-02 09:53:51, 567.0
ir, 2017-02-02 09:54:01, 565.0
ir, 2017-02-02 09:54:11, 564.0
ir, 2017-02-02 09:54:21, 567.0
ir, 2017-02-02 09:54:31, 566.0
ir, 2017-02-02 09:54:41, 563.0
ir, 2017-02-02 09:54:51, 564.0
ir, 2017-02-02 09:55:01, 564.0
ir, 2017-02-02 09:55:11, 567.0
ir, 2017-02-02 09:55:21, 567.0
ir, 2017-02-02 09:55:31, 565.0
ir, 2017-02-02 09:55:41, 564.0
ir, 2017-02-02 09:56:01, 564.0
ir, 2017-02-02 09:56:11, 563.0
ir, 2017-02-02 09:56:21, 564.0
ir, 2017-02-02 09:56:31, 564.0
ir, 2017-02-02 09:56:41, 564.0
blue, 2017-02-02 09:56:41, 456.0
ir, 2017-02-02 09:56:51, 565.0
ir, 2017-02-02 09:57:01, 564.0
ir, 2017-02-02 09:57:11, 563.0
ir, 2017-02-02 09:57:21, 567.0
ir, 2017-02-02 09:57:31, 568.0
ir, 2017-02-02 09:57:41, 564.0
ir, 2017-02-02 09:57:51, 563.0
ir, 2017-02-02 09:58:01, 564.0
ir, 2017-02-02 09:58:11, 567.0
ir, 2017-02-02 09:58:21, 564.0
ir, 2017-02-02 09:58:31, 566.0
