"device","datetime","led","bits","tempC","rh","sys_tempC","sample_rate","volts","sd_roll6","mean_roll6","sd_diff","volts_loess","volts_smoothed","mg_m3"
"alpha",2017-02-02 13:03:11,"ir",565,20.5,58.5,39.7,0.1,0.4665907,0.00126491106406735,0.456,0,0.467237086480131,0.467237086480131,0.0363933262283247
"alpha",2017-02-02 13:03:21,"ir",563,20.5,58.5,37.6,0.1,0.4655907,0.000836660026534076,0.4555,1.19522860933439,0.467217096741746,0.467217096741746,0.0354273260963289
"alpha",2017-02-02 13:03:31,"ir",567,20.5,58.5,37.6,0.1,0.4685907,0.00103279555898865,0.455333333333333,-2.90473750965556,0.467191164102973,0.467191164102973,0.0341741364849781
"alpha",2017-02-02 13:03:41,"ir",567,20.6,58.5,37.6,0.1,0.46864724,0.001211060141639,0.455666666666667,0,0.467274665052466,0.467274665052466,0.0382093032629527
"alpha",2017-02-02 13:03:51,"ir",565,20.6,58.5,38.1,0.1,0.46664724,0.001211060141639,0.455666666666667,1.65144564768954,0.467397295736316,0.467397295736316,0.0441354066716961
"alpha",2017-02-02 13:04:01,"ir",564,20.6,58.5,37.6,0.1,0.46664724,0.00122474487139159,0.4555,0,0.467415894635473,0.467415894635473,0.0450341947745905
"alpha",2017-02-02 13:04:11,"ir",566,20.6,58.5,37.6,0.1,0.46764724,0.00122474487139159,0.4555,-0.816496580927726,0.467275503697565,0.467275503697565,0.0382498306205576
"alpha",2017-02-02 13:04:21,"ir",567,20.6,58.5,37.6,0.1,0.46864724,0.001211060141639,0.455666666666667,-0.82572282384477,0.467127483856221,0.467127483856221,0.0310968012251642
"alpha",2017-02-02 13:04:31,"ir",564,20.6,58.5,37,0.1,0.46664724,0.000983192080250176,0.456166666666667,2.03419051086243,0.467117496023935,0.467117496023935,0.0306141412162795
"alpha",2017-02-02 13:04:41,"ir",564,20.6,58.4,37.6,0.1,0.46664724,0.000983192080250176,0.455833333333333,0,0.467166957237123,0.467166957237123,0.033004344506935
"alpha",2017-02-02 13:04:51,"ir",562,20.6,58.4,36.5,0.1,0.46464724,0.000836660026534076,0.4555,2.39045721866879,0.467175838154082,0.467175838154082,0.0334335130528025
"alpha",2017-02-02 13:05:01,"ir",567,20.6,58.4,37,0.1,0.46864724,0.00132916013582513,0.455166666666667,-3.00941917545311,0.467218431279642,0.467218431279642,0.0354918173747443
"alpha",2017-02-02 13:05:11,"ir",567,20.6,58.4,36.5,0.1,0.46864724,0.00151657508881031,0.4555,0,0.467405676332429,0.467405676332429,0.0445403973121685
"alpha",2017-02-02 13:05:21,"ir",564,20.6,58.3,37,0.1,0.46664724,0.00163299316185545,0.455666666666667,1.22474487139159,0.467713933709386,0.467713933709386,0.0594368737486874
"alpha",2017-02-02 13:05:31,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.00150554530541816,0.455333333333333,0,0.46791938365888,0.46791938365888,0.0693652016989681
"alpha",2017-02-02 13:05:41,"ir",568,20.6,58.4,37,0.1,0.46964724,0.00150554530541816,0.455333333333333,-1.99263349246521,0.467924279282643,0.467924279282643,0.0696017817436996
"alpha",2017-02-02 13:05:51,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00183484785926972,0.455833333333333,0.54500431463457,0.467780580666274,0.467780580666274,0.0626575746858542
"alpha",2017-02-02 13:06:01,"ir",568,20.6,58.3,37.6,0.1,0.46964724,0.00122474487139159,0.4565,-0.816496580927726,0.467628518639655,0.467628518639655,0.05530920749095
"alpha",2017-02-02 13:06:11,"ir",563,20.6,58.3,36.5,0.1,0.46564724,0.00136626010212795,0.456666666666667,2.9277002188456,0.46747582599729,0.46747582599729,0.0479303659154944
"alpha",2017-02-02 13:06:21,"ir",564,20.6,58.3,40.8,0.1,0.46664724,0.00172240142436851,0.456166666666667,-0.580584749787138,0.46725598645209,0.46725598645209,0.0373066636144763
"alpha",2017-02-02 13:06:31,"ir",565,20.6,58.4,42.4,0.1,0.46664724,0.00172240142436851,0.456166666666667,0,0.467062611106665,0.467062611106665,0.0279618385044849
"alpha",2017-02-02 13:06:41,"ir",564,20.6,58.4,42.4,0.1,0.46664724,0.00172240142436851,0.456166666666667,0,0.467048439355879,0.467048439355879,0.0272769914661559
"alpha",2017-02-02 13:06:51,"ir",564,20.6,58.3,39.7,0.1,0.46664724,0.00150554530541816,0.455666666666667,0,0.467229998607682,0.467229998607682,0.0360508062018212
"alpha",2017-02-02 13:07:01,"ir",564,20.6,58.3,38.6,0.1,0.46664724,0.00136626010212795,0.455333333333333,0,0.467467049187512,0.467467049187512,0.0475062283284657
"alpha",2017-02-02 13:07:11,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.000408248290463863,0.454833333333333,-4.89897948556636,0.467626527929171,0.467626527929171,0.0552130068027026
"alpha",2017-02-02 13:07:21,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.000816496580927727,0.455333333333333,0,0.467756389478051,0.467756389478051,0.0614885403260068
"alpha",2017-02-02 13:07:31,"ir",568,20.6,58.3,37.6,0.1,0.46964724,0.00103279555898865,0.455666666666667,-0.968245836551854,0.467895822043331,0.467895822043331,0.068226591313433
"alpha",2017-02-02 13:07:41,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.00132916013582513,0.456166666666667,2.25706438158984,0.468027524671842,0.468027524671842,0.0745910946437576
"alpha",2017-02-02 13:07:51,"ir",565,20.6,58.3,37.6,0.1,0.46664724,0.00132916013582513,0.456166666666667,0,0.468039040274931,0.468039040274931,0.0751475838728446
"alpha",2017-02-02 13:08:01,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00132916013582513,0.456166666666667,-1.50470958772656,0.467945993774457,0.467945993774457,0.0706511302421298
"alpha",2017-02-02 13:08:11,"ir",566,20.6,58.3,37.6,0.1,0.46764724,0.00122474487139159,0.4565,0.816496580927726,0.467891698950293,0.467891698950293,0.0680273436623295
"alpha",2017-02-02 13:08:21,"ir",568,20.6,58.3,37.6,0.1,0.46964724,0.001211060141639,0.456333333333333,-1.65144564768954,0.467932577408002,0.467932577408002,0.0700027870013784
"alpha",2017-02-02 13:08:31,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.00137840487520902,0.4565,2.17642875033004,0.467986877833321,0.467986877833321,0.0726268442558968
"alpha",2017-02-02 13:08:41,"ir",566,20.6,58.3,37.6,0.1,0.46764724,0.00126491106406735,0.456,-0.790569415042095,0.467937129402399,0.467937129402399,0.0702227612253594
"alpha",2017-02-02 13:08:51,"ir",567,20.6,58.2,36.5,0.1,0.46864724,0.00116904519445001,0.456166666666667,-0.855398922768302,0.46785786335374,0.46785786335374,0.0663922451879913
"alpha",2017-02-02 13:09:01,"ir",567,20.6,58.2,37,0.1,0.46864724,0.00104880884817015,0.4565,0,0.467858057209784,0.467858057209784,0.0664016132427534
"alpha",2017-02-02 13:09:11,"ir",564,20.6,58.2,37,0.1,0.46664724,0.00104880884817015,0.4565,1.90692517849118,0.467871020707646,0.467871020707646,0.0670280716988145
"alpha",2017-02-02 13:09:21,"ir",564,20.6,58.2,36.5,0.1,0.46664724,0.001211060141639,0.456333333333333,0,0.467846840410783,0.467846840410783,0.0658595636618031
"alpha",2017-02-02 13:09:31,"ir",567,20.7,58.2,37,0.1,0.46870378,0.000983192080250176,0.455833333333333,-2.03419051086243,0.467795345209749,0.467795345209749,0.0633710683129856
"alpha",2017-02-02 13:09:41,"ir",568,20.6,58.2,37,0.1,0.46964724,0.000983192080250176,0.456166666666667,-1.01709525543122,0.467807990885725,0.467807990885725,0.0639821680896091
"alpha",2017-02-02 13:09:51,"ir",564,20.6,58.2,40.8,0.1,0.46664724,0.00122474487139159,0.4565,2.44948974278318,0.467909684137188,0.467909684137188,0.0688964742422158
"alpha",2017-02-02 13:10:01,"ir",564,20.6,58.2,41.9,0.1,0.46664724,0.00132916013582513,0.456166666666667,0,0.467965484718479,0.467965484718479,0.071593026235707
"alpha",2017-02-02 13:10:11,"ir",567,20.6,58.2,38.6,0.1,0.46864724,0.00132916013582513,0.455833333333333,-1.50470958772656,0.467901308012028,0.467901308012028,0.0684916996596918
"alpha",2017-02-02 13:10:21,"ir",567,20.6,58.2,37,0.1,0.46864724,0.00132916013582513,0.456166666666667,0,0.467848010897592,0.467848010897592,0.0659161272040762
"alpha",2017-02-02 13:10:31,"ir",567,20.6,58.2,37.6,0.1,0.46864724,0.00122474487139159,0.4565,0,0.467898470889524,0.467898470889524,0.0683545962788905
"alpha",2017-02-02 13:10:41,"ir",565,20.6,58.2,37.6,0.1,0.46664724,0.00122474487139159,0.4565,1.63299316185545,0.467960030497401,0.467960030497401,0.0713294520868182
"alpha",2017-02-02 13:10:51,"ir",564,20.6,58.2,37.6,0.1,0.46664724,0.00109544511501033,0.456,0,0.467902414088326,0.467902414088326,0.0685451505767816
"alpha",2017-02-02 13:11:01,"ir",568,20.6,58.2,37.6,0.1,0.46964724,0.00109544511501033,0.456,-2.73861278752583,0.467799961862677,0.467799961862677,0.0635941671475599
"alpha",2017-02-02 13:11:11,"ir",567,20.6,58.2,36.5,0.1,0.46864724,0.00122474487139159,0.4565,0.816496580927726,0.467808738672455,0.467808738672455,0.0640183047345886
"alpha",2017-02-02 13:11:21,"ir",564,20.6,58.2,37.6,0.1,0.46664724,0.00122474487139159,0.4565,1.63299316185545,0.467939169452996,0.467939169452996,0.0703213462647199
"alpha",2017-02-02 13:11:31,"ir",565,20.6,58.2,37,0.1,0.46664724,0.00132916013582513,0.456166666666667,0,0.468013613760555,0.468013613760555,0.0739188526223415
"alpha",2017-02-02 13:11:41,"ir",567,20.6,58.2,37,0.1,0.46864724,0.00132916013582513,0.455833333333333,-1.50470958772656,0.467919819177255,0.467919819177255,0.0693862480378407
"alpha",2017-02-02 13:11:51,"ir",567,20.6,58.2,37.6,0.1,0.46864724,0.00132916013582513,0.456166666666667,0,0.467803351032952,0.467803351032952,0.0637579481270976
"alpha",2017-02-02 13:12:01,"ir",568,20.6,58.2,37,0.1,0.46964724,0.00122474487139159,0.4565,-0.816496580927726,0.467806651156295,0.467806651156295,0.0639174259313151
"alpha",2017-02-02 13:12:11,"ir",564,20.6,58.2,37.6,0.1,0.46664724,0.00122474487139159,0.4565,2.44948974278318,0.467831448097995,0.467831448097995,0.0651157332074881
"alpha",2017-02-02 13:12:21,"ir",563,20.6,58.2,36.5,0.1,0.46564724,0.00132916013582513,0.456166666666667,0.752354793863279,0.46772345860199,0.46772345860199,0.0598971622895128
"alpha",2017-02-02 13:12:31,"ir",567,20.6,58.2,37.6,0.1,0.46864724,0.00154919333848297,0.456,-1.93649167310371,0.467510067543611,0.467510067543611,0.0495850818316654
"alpha",2017-02-02 13:12:41,"ir",567,20.6,58.2,37,0.1,0.46864724,0.00150554530541816,0.456333333333333,0,0.467363093494705,0.467363093494705,0.0424825901478485
"alpha",2017-02-02 13:12:51,"ir",565,20.6,58.2,37,0.1,0.46664724,0.00150554530541816,0.456333333333333,1.32842232831014,0.46731718608574,0.46731718608574,0.0402641237394796
"alpha",2017-02-02 13:13:01,"ir",564,20.6,58.2,37.6,0.1,0.46664724,0.00154919333848297,0.456,0,0.467315091268074,0.467315091268074,0.0401628920924111
"alpha",2017-02-02 13:13:11,"ir",565,20.6,58.2,40.8,0.1,0.46664724,0.00122474487139159,0.4555,0,0.467285489935708,0.467285489935708,0.0387324135927969
"alpha",2017-02-02 13:13:21,"ir",567,20.6,58.2,38.1,0.1,0.46864724,0.00122474487139159,0.4555,-1.63299316185545,0.467275486358685,0.467275486358685,0.0382489927226253
"alpha",2017-02-02 13:13:31,"ir",564,20.6,58.2,37.6,0.1,0.46664724,0.00109544511501033,0.456,1.82574185835055,0.467385428343008,0.467385428343008,0.0435619172502335
"alpha",2017-02-02 13:13:41,"ir",564,20.6,58.2,37,0.1,0.46664724,0.00103279555898865,0.455666666666667,0,0.467536529155771,0.467536529155771,0.0508638339767415
"alpha",2017-02-02 13:13:51,"ir",566,20.6,58.2,37.6,0.1,0.46764724,0.000816496580927727,0.455333333333333,-1.22474487139159,0.467596006616024,0.467596006616024,0.0537380704148092
"alpha",2017-02-02 13:14:01,"ir",567,20.6,58.2,36.5,0.1,0.46864724,0.000836660026534076,0.4555,-1.19522860933439,0.467621681753512,0.467621681753512,0.0549788163277825
"alpha",2017-02-02 13:14:11,"ir",567,20.6,58.2,36.5,0.1,0.46864724,0.000983192080250176,0.455833333333333,0,0.467686794013368,0.467686794013368,0.0581253533360631
"alpha",2017-02-02 13:14:21,"ir",566,20.6,58.2,37.6,0.1,0.46764724,0.000983192080250176,0.456166666666667,1.01709525543122,0.467753901379297,0.467753901379297,0.0613683034485355
"alpha",2017-02-02 13:14:31,"ir",563,20.7,58.2,37,0.1,0.46570378,0.000894427190999917,0.456,2.23606797749979,0.467711015003181,0.467711015003181,0.0592958278517877
"alpha",2017-02-02 13:14:41,"ir",567,20.6,58.2,37.6,0.1,0.46864724,0.00116904519445001,0.455833333333333,-2.5661967683049,0.467563035269886,0.467563035269886,0.0521447366698808
"alpha",2017-02-02 13:14:51,"ir",567,20.7,58.2,37,0.1,0.46870378,0.00116904519445001,0.456166666666667,0,0.46745631349342,0.46745631349342,0.0469874280465419
"alpha",2017-02-02 13:15:01,"ir",565,20.7,58.2,37.6,0.1,0.46670378,0.001211060141639,0.456333333333333,1.65144564768954,0.467443700524597,0.467443700524597,0.0463779088365968
"alpha",2017-02-02 13:15:11,"ir",564,20.7,58.1,37,0.1,0.46670378,0.00126491106406735,0.456,0,0.46744586465477,0.46744586465477,0.0464824899968299
"alpha",2017-02-02 13:15:21,"ir",565,20.7,58.1,36.5,0.1,0.46670378,0.001211060141639,0.455666666666667,0,0.46738323824422,0.46738323824422,0.0434560811618674
"alpha",2017-02-02 13:15:31,"ir",567,20.6,58.1,37.6,0.1,0.46864724,0.00122474487139159,0.4555,-1.63299316185545,0.467275739299482,0.467275739299482,0.0382612160363465
"alpha",2017-02-02 13:15:41,"ir",566,20.6,58.1,37.6,0.1,0.46764724,0.00109544511501033,0.456,0.912870929175277,0.4672256424739,0.4672256424739,0.0358402969031069
"alpha",2017-02-02 13:15:51,"ir",564,20.6,58.1,37.6,0.1,0.46664724,0.000983192080250176,0.455833333333333,1.01709525543122,0.467241342486253,0.467241342486253,0.0365989968777285
"alpha",2017-02-02 13:16:01,"ir",564,20.6,58.1,36.5,0.1,0.46664724,0.000836660026534076,0.4555,0,0.467218703182153,0.467218703182153,0.0355049570095289
"alpha",2017-02-02 13:16:11,"ir",566,20.7,58.1,37,0.1,0.46770378,0.000836660026534076,0.4555,-1.19522860933439,0.467146929247868,0.467146929247868,0.0320364959093062
"alpha",2017-02-02 13:16:21,"ir",564,20.6,58.1,40.8,0.1,0.46664724,0.000816496580927727,0.455666666666667,1.22474487139159,0.467132888336723,0.467132888336723,0.0313579716705839
"alpha",2017-02-02 13:16:31,"ir",566,20.6,58.1,41.9,0.1,0.46764724,0.000816496580927727,0.455666666666667,-1.22474487139159,0.467231147994464,0.467231147994464,0.0361063500894616
"alpha",2017-02-02 13:16:41,"ir",564,20.6,58.1,41.9,0.1,0.46664724,0.000547722557505167,0.4555,1.82574185835055,0.467341264861487,0.467341264861487,0.0414277257887825
"alpha",2017-02-02 13:16:51,"ir",564,20.6,58.2,38.6,0.1,0.46664724,0.000516397779494323,0.455333333333333,0,0.467391550528607,0.467391550528607,0.0438577706517442
"alpha",2017-02-02 13:17:01,"ir",567,20.6,58.2,37.6,0.1,0.46864724,0.000516397779494323,0.455333333333333,-3.87298334620742,0.467448981703487,0.467448981703487,0.0466331207561623
"alpha",2017-02-02 13:17:11,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.000816496580927727,0.455666666666667,0,0.467562715971145,0.467562715971145,0.0521293066217652
"alpha",2017-02-02 13:17:21,"ir",564,20.6,58.3,38.1,0.1,0.46664724,0.000983192080250176,0.455833333333333,2.03419051086243,0.467649891231032,0.467649891231032,0.0563420337187317
"alpha",2017-02-02 13:17:31,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.000983192080250176,0.455833333333333,0,0.467630584517416,0.467630584517416,0.0554090406228624
"alpha",2017-02-02 13:17:41,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.00103279555898865,0.455666666666667,-1.93649167310371,0.467489347167487,0.467489347167487,0.0485837737762651
"alpha",2017-02-02 13:17:51,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.00109544511501033,0.456,0,0.467374444155051,0.467374444155051,0.0430311085517197
"alpha",2017-02-02 13:18:01,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.00103279555898865,0.456333333333333,1.93649167310371,0.467386135763894,0.467386135763894,0.0435961032238836
"alpha",2017-02-02 13:18:11,"ir",565,20.7,58.3,38.1,0.1,0.46670378,0.00109544511501033,0.456,0,0.467421862817302,0.467421862817302,0.0453226059745653
"alpha",2017-02-02 13:18:21,"ir",563,20.6,58.3,37,0.1,0.46564724,0.00103279555898865,0.455666666666667,0.968245836551854,0.46737999973729,0.46737999973729,0.0432995809585321
"alpha",2017-02-02 13:18:31,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00122474487139159,0.4555,-2.44948974278318,0.46733282743515,0.46733282743515,0.0410199888390537
"alpha",2017-02-02 13:18:41,"ir",567,20.7,58.3,36.5,0.1,0.46870378,0.00132916013582513,0.455833333333333,0,0.467376935368951,0.467376935368951,0.0431514959679653
"alpha",2017-02-02 13:18:51,"ir",565,20.7,58.3,37.6,0.1,0.46670378,0.00132916013582513,0.455833333333333,1.50470958772656,0.46746519825132,0.46746519825132,0.0474167822051186
"alpha",2017-02-02 13:19:01,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.00122474487139159,0.4555,0,0.467478498473149,0.467478498473149,0.0480595127799077
"alpha",2017-02-02 13:19:11,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00122474487139159,0.4555,-1.63299316185545,0.467377941841906,0.467377941841906,0.0432001335733503
"alpha",2017-02-02 13:19:21,"ir",566,20.6,58.3,36.5,0.1,0.46764724,0.00132916013582513,0.455833333333333,0.752354793863279,0.467224079726672,0.467224079726672,0.0357647774541121
"alpha",2017-02-02 13:19:31,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.000983192080250176,0.456166666666667,1.01709525543122,0.467132437002986,0.467132437002986,0.0313361610575136
"alpha",2017-02-02 13:19:41,"ir",564,20.7,58.3,37,0.1,0.46670378,0.000983192080250176,0.455833333333333,0,0.467079426768132,0.467079426768132,0.0287744520006541
"alpha",2017-02-02 13:19:51,"ir",565,20.6,58.3,40.8,0.1,0.46664724,0.000836660026534076,0.4555,0,0.467020248688777,0.467020248688777,0.0259146830849062
"alpha",2017-02-02 13:20:01,"ir",564,20.6,58.3,40.8,0.1,0.46664724,0.000836660026534076,0.4555,0,0.467048331350851,0.467048331350851,0.0272717721446547
"alpha",2017-02-02 13:20:11,"ir",566,20.7,58.3,38.6,0.1,0.46770378,0.000836660026534076,0.4555,-1.19522860933439,0.467226892977031,0.467226892977031,0.0359007272182517
"alpha",2017-02-02 13:20:21,"ir",564,20.6,58.3,38.6,0.1,0.46664724,0.000516397779494323,0.455333333333333,1.93649167310371,0.467479759454814,0.467479759454814,0.0481204494680725
"alpha",2017-02-02 13:20:31,"ir",564,20.6,58.3,38.1,0.1,0.46664724,0.000408248290463863,0.455166666666667,0,0.467662654550097,0.467662654550097,0.0569588185742269
"alpha",2017-02-02 13:20:41,"ir",568,20.6,58.3,37.6,0.1,0.46964724,0.000408248290463863,0.455166666666667,-7.34846922834953,0.467749317341184,0.467749317341184,0.0611467807183708
"alpha",2017-02-02 13:20:51,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.001211060141639,0.455666666666667,0.82572282384477,0.467816675682049,0.467816675682049,0.0644018591447484
"alpha",2017-02-02 13:21:01,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00126491106406735,0.456,0,0.467878277963269,0.467878277963269,0.0673787771334915
"alpha",2017-02-02 13:21:11,"ir",564,20.7,58.3,37.6,0.1,0.46670378,0.001211060141639,0.456333333333333,1.65144564768954,0.467890377504042,0.467890377504042,0.0679634850350439
"alpha",2017-02-02 13:21:21,"ir",565,20.6,58.3,37,0.1,0.46664724,0.00132916013582513,0.456166666666667,0,0.467789337391151,0.467789337391151,0.0630807416740282
"alpha",2017-02-02 13:21:31,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00132916013582513,0.456166666666667,-1.50470958772656,0.467666642002666,0.467666642002666,0.0571515114266141
"alpha",2017-02-02 13:21:41,"ir",566,20.6,58.3,37,0.1,0.46764724,0.00122474487139159,0.4565,0.816496580927726,0.467669535766788,0.467669535766788,0.0572913520023235
"alpha",2017-02-02 13:21:51,"ir",566,20.6,58.3,37.6,0.1,0.46764724,0.000983192080250176,0.456166666666667,0,0.467767951577814,0.467767951577814,0.0620472764976512
"alpha",2017-02-02 13:22:01,"ir",564,20.7,58.3,37,0.1,0.46670378,0.000894427190999917,0.456,1.11803398874989,0.467810713155603,0.467810713155603,0.0641137212400338
"alpha",2017-02-02 13:22:11,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.000816496580927727,0.455666666666667,-2.44948974278318,0.46774294404053,0.46774294404053,0.0608387922317881
"alpha",2017-02-02 13:22:21,"ir",567,20.7,58.3,36.5,0.1,0.46870378,0.000894427190999917,0.456,0,0.467658625782267,0.467658625782267,0.0567641291700944
"alpha",2017-02-02 13:22:31,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.000816496580927727,0.456333333333333,0,0.467601767401718,0.467601767401718,0.0540164592378218
"alpha",2017-02-02 13:22:41,"ir",563,20.6,58.3,37.6,0.1,0.46564724,0.000816496580927727,0.456333333333333,3.67423461417477,0.467504625308691,0.467504625308691,0.0493220869114701
"alpha",2017-02-02 13:22:51,"ir",564,20.6,58.3,36.5,0.1,0.46664724,0.00126491106406735,0.456,-0.790569415042095,0.467306353618565,0.467306353618565,0.0397406469175969
"alpha",2017-02-02 13:23:01,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00132916013582513,0.455833333333333,-1.50470958772656,0.467078027008628,0.467078027008628,0.0287068089010205
"alpha",2017-02-02 13:23:11,"ir",564,20.6,58.3,40.2,0.1,0.46664724,0.00132916013582513,0.456166666666667,1.50470958772656,0.466946706677234,0.466946706677234,0.0223607800028063
"alpha",2017-02-02 13:23:21,"ir",564,20.6,58.3,38.6,0.1,0.46664724,0.00132916013582513,0.455833333333333,0,0.466962695204006,0.466962695204006,0.0231334223793311
"alpha",2017-02-02 13:23:31,"ir",563,20.6,58.3,37,0.1,0.46564724,0.00122474487139159,0.4555,0.816496580927726,0.467020348134897,0.467020348134897,0.0259194887988912
"alpha",2017-02-02 13:23:41,"ir",566,20.6,58.3,37,0.1,0.46764724,0.00109544511501033,0.455,-1.82574185835055,0.467028288615082,0.467028288615082,0.0263032109246275
"alpha",2017-02-02 13:23:51,"ir",565,20.6,58.3,37,0.1,0.46664724,0.00103279555898865,0.455333333333333,0.968245836551854,0.467088103949004,0.467088103949004,0.0291937750405857
"alpha",2017-02-02 13:24:01,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00103279555898865,0.455333333333333,-1.93649167310371,0.467260640611778,0.467260640611778,0.0375315749557821
"alpha",2017-02-02 13:24:11,"ir",564,20.6,58.3,37,0.1,0.46664724,0.00103279555898865,0.455333333333333,1.93649167310371,0.467427637675143,0.467427637675143,0.0456016748312713
"alpha",2017-02-02 13:24:21,"ir",565,20.6,58.3,37,0.1,0.46664724,0.00103279555898865,0.455333333333333,0,0.467506528285244,0.467506528285244,0.0494140478749614
"alpha",2017-02-02 13:24:31,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00103279555898865,0.455333333333333,-1.93649167310371,0.467544839499303,0.467544839499303,0.0512654296751585
"alpha",2017-02-02 13:24:41,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.000983192080250176,0.455833333333333,0,0.467612895003776,0.467612895003776,0.0545541983942393
"alpha",2017-02-02 13:24:51,"ir",564,20.6,58.3,36.5,0.1,0.46664724,0.00109544511501033,0.456,1.82574185835055,0.467660049955698,0.467660049955698,0.0568329520679178
"alpha",2017-02-02 13:25:01,"ir",565,20.6,58.3,37,0.1,0.46664724,0.00109544511501033,0.456,0,0.467638514915173,0.467638514915173,0.0557922755173372
"alpha",2017-02-02 13:25:11,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00103279555898865,0.455666666666667,-1.93649167310371,0.46753407197904,0.46753407197904,0.0507450913998575
"alpha",2017-02-02 13:25:21,"ir",567,20.6,58.3,36.5,0.1,0.46864724,0.00109544511501033,0.456,0,0.467463031902005,0.467463031902005,0.0473120938052816
"alpha",2017-02-02 13:25:31,"ir",565,20.6,58.3,37.6,0.1,0.46664724,0.00103279555898865,0.456333333333333,1.93649167310371,0.46750324322215,0.46750324322215,0.0492552978542626
"alpha",2017-02-02 13:25:41,"ir",564,20.6,58.3,37,0.1,0.46664724,0.00109544511501033,0.456,0,0.467536668443002,0.467536668443002,0.050870565004459
"alpha",2017-02-02 13:25:51,"ir",564,20.6,58.3,37,0.1,0.46664724,0.00103279555898865,0.455666666666667,0,0.467431529148994,0.467431529148994,0.045789729531176
"alpha",2017-02-02 13:26:01,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00103279555898865,0.455666666666667,-1.93649167310371,0.467255439725069,0.467255439725069,0.0372802431399251
"alpha",2017-02-02 13:26:11,"ir",567,20.6,58.3,37,0.1,0.46864724,0.00109544511501033,0.456,0,0.467162377364182,0.467162377364182,0.0327830230578812
"alpha",2017-02-02 13:26:21,"ir",564,20.6,58.3,40.8,0.1,0.46664724,0.00109544511501033,0.456,1.82574185835055,0.467132109937324,0.467132109937324,0.031320355674449
"alpha",2017-02-02 13:26:31,"ir",563,20.6,58.3,41.9,0.1,0.46564724,0.00103279555898865,0.455666666666667,0.968245836551854,0.467031744570557,0.467031744570557,0.0264702192856632
"alpha",2017-02-02 13:26:41,"blue",457,20.6,58.3,41.9,0.0048,0.368,0,0.367,-Inf,0.367423862527045,0.367423862527045,-0.283350227970072
"alpha",2017-02-02 13:26:41,"ir",564,20.6,58.3,41.9,0.1,0.46664724,0.00122474487139159,0.4555,-0.816496580927726,0.466876367217461,0.466876367217461,0.0189616395980927
"alpha",2017-02-02 13:26:51,"ir",566,20.6,58.3,38.6,0.1,0.46764724,0.00122474487139159,0.4555,-0.816496580927726,0.466828037223245,0.466828037223245,0.0166261022392575
"alpha",2017-02-02 13:27:01,"ir",564,20.6,58.3,38.1,0.1,0.46664724,0.001211060141639,0.455666666666667,0.82572282384477,0.466972833808872,0.466972833808872,0.023623368443161
"alpha",2017-02-02 13:27:11,"ir",563,20.6,58.3,37.6,0.1,0.46564724,0.00103279555898865,0.455333333333333,0.968245836551854,0.467210506002593,0.467210506002593,0.035108829937478
"alpha",2017-02-02 13:27:21,"ir",564,20.6,58.3,37.6,0.1,0.46664724,0.000752772652709082,0.454833333333333,-1.32842232831014,0.467392117636626,0.467392117636626,0.0438851760339816
"alpha",2017-02-02 13:27:31,"ir",568,20.6,58.3,37,0.1,0.46964724,0.000752772652709082,0.454833333333333,-3.98526698493043,0.467524547086435,0.467524547086435,0.0502848028590215
"alpha",2017-02-02 13:27:41,"ir",567,20.6,58.3,37.6,0.1,0.46864724,0.00137840487520902,0.4555,0.725476250110012,0.467671438489729,0.467671438489729,0.0573833007100326
"alpha",2017-02-02 13:27:51,"ir",566,20.6,58.3,37.6,0.1,0.46764724,0.00147196014438798,0.455833333333333,0.679366220486757,0.467814627501017,0.467814627501017,0.0643028812037159
"alpha",2017-02-02 13:28:01,"ir",565,20.6,58.3,37.6,0.1,0.46664724,0.00147196014438798,0.455833333333333,0.679366220486757,0.467834104245693,0.467834104245693,0.0652440910167442
