"device","led","datetime","bits","tempC","rh","sys_tempC"
"alpha","ir",2017-02-02 21:04:51,562,21.1,58.3,49.4
"alpha","ir",2017-02-02 21:05:01,564,21.1,58.3,49.4
"alpha","ir",2017-02-02 21:05:11,564,21,58.4,49.4
"alpha","ir",2017-02-02 21:05:21,563,21.1,58.4,50.5
"alpha","ir",2017-02-02 21:05:31,564,21.1,58.3,50.5
"alpha","ir",2017-02-02 21:05:41,564,21.1,58.4,51
"alpha","ir",2017-02-02 21:05:51,564,21.1,58.4,50.5
"alpha","ir",2017-02-02 21:06:01,564,21.1,58.4,50.5
"alpha","ir",2017-02-02 21:06:11,562,21.1,58.4,51
"alpha","ir",2017-02-02 21:06:21,564,21.1,58.4,51
"alpha","ir",2017-02-02 21:06:31,564,21.1,58.3,51.5
"alpha","ir",2017-02-02 21:06:41,564,21.1,58.3,51.5
"alpha","blue",2017-02-02 21:06:41,456,21.1,58.3,51.5
"alpha","ir",2017-02-02 21:06:51,567,21.1,58.3,47.8
"alpha","ir",2017-02-02 21:07:01,566,21.1,58.3,46.2
"alpha","ir",2017-02-02 21:07:11,563,21.1,58.3,46.7
"alpha","ir",2017-02-02 21:07:21,563,21.1,58.3,46.2
"alpha","ir",2017-02-02 21:07:31,566,21.1,58.3,46.2
"alpha","ir",2017-02-02 21:07:41,566,21.1,58.3,45.6
"alpha","ir",2017-02-02 21:07:51,567,21.1,58.3,45.1
"alpha","ir",2017-02-02 21:08:01,565,21.1,58.2,46.2
"alpha","ir",2017-02-02 21:08:11,565,21.1,58.3,46.2
"alpha","ir",2017-02-02 21:08:21,567,21.1,58.2,45.1
"alpha","ir",2017-02-02 21:08:31,567,21.1,58.2,45.6
"alpha","ir",2017-02-02 21:08:41,563,21.1,58.2,45.6
"alpha","ir",2017-02-02 21:08:51,563,21.1,58.2,45.1
"alpha","ir",2017-02-02 21:09:01,567,21.2,58.2,45.1
"alpha","ir",2017-02-02 21:09:11,568,21.2,58.2,45.6
"alpha","ir",2017-02-02 21:09:21,565,21.2,58.2,45.6
"alpha","ir",2017-02-02 21:09:31,563,21.2,58.2,45.6
"alpha","ir",2017-02-02 21:09:41,565,21.1,58.2,45.1
"alpha","ir",2017-02-02 21:09:51,564,21.2,58.2,49.4
"alpha","ir",2017-02-02 21:10:01,565,21.2,58.2,50.5
"alpha","blue",2017-02-02 21:10:01,455,21.2,58.2,50.5
"alpha","ir",2017-02-02 21:10:11,564,21.2,58.3,47.2
"alpha","ir",2017-02-02 21:10:21,564,21.2,58.3,46.2
"alpha","ir",2017-02-02 21:10:31,567,21.2,58.2,46.2
"alpha","ir",2017-02-02 21:10:41,567,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:10:51,564,21.2,58.3,46.2
"alpha","ir",2017-02-02 21:11:01,564,21.2,58.3,46.2
"alpha","ir",2017-02-02 21:11:11,564,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:11:21,565,21.2,58.2,45.6
"alpha","ir",2017-02-02 21:11:31,564,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:11:41,564,21.2,58.3,45.1
"alpha","ir",2017-02-02 21:11:51,563,21.2,58.3,45.1
"alpha","ir",2017-02-02 21:12:01,566,21.2,58.3,45.1
"alpha","ir",2017-02-02 21:12:11,566,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:12:21,564,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:12:31,563,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:12:41,563,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:12:51,565,21.2,58.3,45.1
"alpha","ir",2017-02-02 21:13:01,564,21.2,58.3,45.6
"alpha","ir",2017-02-02 21:13:11,564,21.2,58.3,49.4
"alpha","ir",2017-02-02 21:13:21,564,21.2,58.3,50.5
"alpha","ir",2017-02-02 21:13:31,564,21.2,58.3,51
"alpha","ir",2017-02-02 21:13:41,565,21.2,58.3,51.5
"alpha","ir",2017-02-02 21:13:51,565,21.2,58.3,52.1
"alpha","ir",2017-02-02 21:14:01,564,21.2,58.3,52.1
"alpha","ir",2017-02-02 21:14:11,565,21.2,58.3,52.1
"alpha","ir",2017-02-02 21:14:21,564,21.2,58.3,52.6
"alpha","ir",2017-02-02 21:14:31,565,21.2,58.3,52.6
"alpha","ir",2017-02-02 21:14:41,565,21.2,58.3,52.6
"alpha","ir",2017-02-02 21:14:51,565,21.2,58.3,52.6
"alpha","ir",2017-02-02 21:15:01,564,21.2,58.4,52.6
"alpha","ir",2017-02-02 21:15:11,564,21.2,58.4,53.2
"alpha","ir",2017-02-02 21:15:21,563,21.2,58.4,53.2
"alpha","ir",2017-02-02 21:15:31,565,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:15:41,563,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:15:51,564,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:16:01,565,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:16:11,564,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:16:21,564,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:16:31,564,21.2,58.4,53.7
"alpha","ir",2017-02-02 21:16:41,564,21.2,58.4,53.2
"alpha","blue",2017-02-02 21:16:41,454,21.2,58.4,53.2
"alpha","ir",2017-02-02 21:16:51,563,21.2,58.4,50.5
"alpha","ir",2017-02-02 21:17:01,564,21.2,58.3,49.4
"alpha","ir",2017-02-02 21:17:11,564,21.2,58.4,48.3
"alpha","ir",2017-02-02 21:17:21,566,21.2,58.4,47.8
"alpha","ir",2017-02-02 21:17:31,567,21.2,58.3,47.8
"alpha","ir",2017-02-02 21:17:41,563,21.2,58.3,47.8
"alpha","ir",2017-02-02 21:17:51,564,21.2,58.3,47.8
"alpha","ir",2017-02-02 21:18:01,567,21.2,58.4,47.2
"alpha","ir",2017-02-02 21:18:11,566,21.2,58.3,47.2
"alpha","ir",2017-02-02 21:18:21,563,21.2,58.3,47.2
"alpha","ir",2017-02-02 21:18:31,563,21.2,58.3,46.7
"alpha","ir",2017-02-02 21:18:41,564,21.2,58.3,47.2
"alpha","ir",2017-02-02 21:18:51,566,21.3,58.3,47.2
"alpha","ir",2017-02-02 21:19:01,566,21.3,58.3,47.2
"alpha","ir",2017-02-02 21:19:11,567,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:19:21,564,21.3,58.4,47.2
"alpha","ir",2017-02-02 21:19:31,567,21.3,58.4,47.2
"alpha","ir",2017-02-02 21:19:41,567,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:19:51,564,21.3,58.4,50.5
"alpha","ir",2017-02-02 21:20:01,564,21.3,58.4,51.5
"alpha","blue",2017-02-02 21:20:01,455,21.3,58.4,51.5
"alpha","ir",2017-02-02 21:20:11,564,21.3,58.4,48.3
"alpha","ir",2017-02-02 21:20:21,567,21.3,58.4,47.8
"alpha","ir",2017-02-02 21:20:31,567,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:20:41,563,21.3,58.4,47.2
"alpha","ir",2017-02-02 21:20:51,562,21.3,58.4,47.2
"alpha","ir",2017-02-02 21:21:01,567,21.3,58.4,47.2
"alpha","ir",2017-02-02 21:21:11,566,21.3,58.3,46.2
"alpha","ir",2017-02-02 21:21:21,566,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:21:31,564,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:21:41,564,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:21:51,566,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:22:01,566,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:22:11,563,21.3,58.4,46.7
"alpha","ir",2017-02-02 21:22:21,563,21.3,58.3,46.2
"alpha","ir",2017-02-02 21:22:31,567,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:22:41,566,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:22:51,567,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:23:01,565,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:23:11,563,21.3,58.3,50.5
"alpha","ir",2017-02-02 21:23:21,563,21.3,58.3,51.5
"alpha","ir",2017-02-02 21:23:31,563,21.3,58.3,51.5
"alpha","ir",2017-02-02 21:23:41,563,21.3,58.3,52.6
"alpha","ir",2017-02-02 21:23:51,564,21.3,58.4,52.1
"alpha","ir",2017-02-02 21:24:01,564,21.3,58.3,52.6
"alpha","ir",2017-02-02 21:24:11,565,21.3,58.3,53.2
"alpha","ir",2017-02-02 21:24:21,563,21.3,58.3,52.6
"alpha","ir",2017-02-02 21:24:31,563,21.3,58.3,53.2
"alpha","ir",2017-02-02 21:24:41,563,21.3,58.4,53.7
"alpha","ir",2017-02-02 21:24:51,564,21.3,58.4,53.2
"alpha","ir",2017-02-02 21:25:01,564,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:25:11,564,21.3,58.4,53.7
"alpha","ir",2017-02-02 21:25:21,564,21.3,58.3,54.2
"alpha","ir",2017-02-02 21:25:31,563,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:25:41,563,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:25:51,564,21.3,58.3,54.2
"alpha","ir",2017-02-02 21:26:01,564,21.3,58.3,54.2
"alpha","ir",2017-02-02 21:26:11,565,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:26:21,564,21.3,58.3,54.2
"alpha","ir",2017-02-02 21:26:31,564,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:26:41,563,21.3,58.3,53.7
"alpha","blue",2017-02-02 21:26:41,455,21.3,58.3,53.7
"alpha","ir",2017-02-02 21:26:51,562,21.3,58.3,49.9
"alpha","ir",2017-02-02 21:27:01,567,21.3,58.3,49.4
"alpha","ir",2017-02-02 21:27:11,567,21.3,58.3,48.3
"alpha","ir",2017-02-02 21:27:21,563,21.4,58.3,48.3
"alpha","ir",2017-02-02 21:27:31,563,21.3,58.3,48.3
"alpha","ir",2017-02-02 21:27:41,562,21.4,58.3,48.3
"alpha","ir",2017-02-02 21:27:51,567,21.3,58.3,47.8
"alpha","ir",2017-02-02 21:28:01,564,21.3,58.3,47.8
"alpha","ir",2017-02-02 21:28:11,565,21.3,58.3,48.3
"alpha","ir",2017-02-02 21:28:21,563,21.3,58.3,47.8
"alpha","ir",2017-02-02 21:28:31,567,21.3,58.3,47.2
"alpha","ir",2017-02-02 21:28:41,566,21.3,58.3,47.2
"alpha","ir",2017-02-02 21:28:51,564,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:29:01,563,21.4,58.3,47.8
"alpha","ir",2017-02-02 21:29:11,563,21.4,58.3,47.8
"alpha","ir",2017-02-02 21:29:21,566,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:29:31,566,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:29:41,563,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:29:51,563,21.4,58.3,50.5
"alpha","ir",2017-02-02 21:30:01,564,21.4,58.3,51.5
"alpha","blue",2017-02-02 21:30:01,454,21.4,58.3,51.5
"alpha","ir",2017-02-02 21:30:11,567,21.4,58.3,48.3
"alpha","ir",2017-02-02 21:30:21,563,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:30:31,562,21.4,58.3,47.8
"alpha","ir",2017-02-02 21:30:41,564,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:30:51,567,21.4,58.3,46.7
"alpha","ir",2017-02-02 21:31:01,564,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:31:11,563,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:31:21,563,21.4,58.2,47.2
"alpha","ir",2017-02-02 21:31:31,566,21.4,58.2,46.2
"alpha","ir",2017-02-02 21:31:41,566,21.4,58.2,46.2
"alpha","ir",2017-02-02 21:31:51,564,21.4,58.2,47.2
"alpha","ir",2017-02-02 21:32:01,564,21.3,58.3,46.2
"alpha","ir",2017-02-02 21:32:11,563,21.3,58.4,46.2
"alpha","ir",2017-02-02 21:32:21,566,21.4,58.3,47.2
"alpha","ir",2017-02-02 21:32:31,565,21.4,58.5,46.2
"alpha","ir",2017-02-02 21:32:41,563,21.4,58.9,47.2
"alpha","ir",2017-02-02 21:32:51,564,21.4,58.5,46.7
"alpha","ir",2017-02-02 21:33:01,568,21.4,58.6,46.2
"alpha","ir",2017-02-02 21:33:11,563,21.4,58.4,49.4
"alpha","ir",2017-02-02 21:33:21,562,21.3,58.3,51.5
"alpha","ir",2017-02-02 21:33:31,564,21.3,58.1,52.1
"alpha","ir",2017-02-02 21:33:41,564,21.3,58.2,52.1
"alpha","ir",2017-02-02 21:33:51,565,21.3,58.2,52.6
"alpha","ir",2017-02-02 21:34:01,563,21.2,58.1,52.6
"alpha","ir",2017-02-02 21:34:11,563,21.2,58.1,52.6
"alpha","ir",2017-02-02 21:34:21,564,21.2,58,53.2
"alpha","ir",2017-02-02 21:34:31,563,21.2,58.1,53.2
"alpha","ir",2017-02-02 21:34:41,564,21.2,58,52.6
"alpha","ir",2017-02-02 21:34:51,563,21.1,58.1,53.2
"alpha","ir",2017-02-02 21:35:01,562,21.1,58.1,53.7
"alpha","ir",2017-02-02 21:35:11,564,21.1,58.1,53.2
"alpha","ir",2017-02-02 21:35:21,565,21.1,58.1,53.7
"alpha","ir",2017-02-02 21:35:31,563,21.1,58.1,53.7
"alpha","ir",2017-02-02 21:35:41,562,21.1,58.2,53.7
"alpha","ir",2017-02-02 21:35:51,563,21.1,58.2,53.7
"alpha","ir",2017-02-02 21:36:01,563,21.1,58.2,53.7
"alpha","ir",2017-02-02 21:36:11,565,21,58.2,54.2
"alpha","ir",2017-02-02 21:36:21,563,21,58.3,54.2
"beta","ir",2017-02-02 09:40:40,583,20.7,55.1,36.5
"beta","ir",2017-02-02 09:40:50,584,20.5,55.4,36.5
"beta","ir",2017-02-02 09:41:00,584,20.5,55.5,37
"beta","ir",2017-02-02 09:41:10,583,20.6,55.3,37
"beta","ir",2017-02-02 09:41:20,583,20.5,55.4,38.1
"beta","ir",2017-02-02 09:41:30,579,20.6,55.4,42.9
"beta","ir",2017-02-02 09:41:40,579,20.6,55.3,45.1
"beta","ir",2017-02-02 09:41:50,580,20.6,55.3,47.8
"beta","ir",2017-02-02 09:42:00,579,20.6,55.3,45.1
"beta","ir",2017-02-02 09:42:10,579,20.6,55.2,44
"beta","ir",2017-02-02 09:42:20,580,20.5,55.1,44.5
"beta","ir",2017-02-02 09:42:30,579,20.5,55.1,45.1
"beta","ir",2017-02-02 09:42:40,579,20.6,55.1,45.1
"beta","ir",2017-02-02 09:42:50,579,20.5,55.3,45.1
"beta","ir",2017-02-02 09:43:00,579,20.6,55.3,45.6
"beta","ir",2017-02-02 09:43:10,578,20.6,55.2,45.1
"beta","blue",2017-02-02 09:43:10,464,20.6,55.2,45.1
"beta","ir",2017-02-02 09:43:20,580,20.6,55,42.9
"beta","ir",2017-02-02 09:43:30,580,20.6,55.2,41.9
"beta","ir",2017-02-02 09:43:40,579,20.6,55,41.3
"beta","ir",2017-02-02 09:43:50,583,20.6,55.2,40.8
"beta","ir",2017-02-02 09:44:00,583,20.6,55.1,40.8
"beta","ir",2017-02-02 09:44:10,584,20.6,55.1,40.8
"beta","ir",2017-02-02 09:44:20,579,20.6,55,40.8
"beta","ir",2017-02-02 09:44:30,580,20.6,55.1,40.8
"beta","ir",2017-02-02 09:44:40,584,20.6,55,41.3
"beta","ir",2017-02-02 09:44:50,578,20.7,55.1,41.9
"beta","ir",2017-02-02 09:45:00,579,20.6,55.2,41.9
"beta","ir",2017-02-02 09:45:10,579,20.7,55.1,41.9
"beta","ir",2017-02-02 09:45:20,584,20.7,55.3,41.9
"beta","ir",2017-02-02 09:45:30,583,20.7,54.9,41.9
"beta","ir",2017-02-02 09:45:40,579,20.7,54.9,41.9
"beta","ir",2017-02-02 09:45:50,578,20.8,55,41.9
"beta","ir",2017-02-02 09:46:00,583,20.8,55,41.9
"beta","ir",2017-02-02 09:46:10,583,20.8,55.1,41.9
"beta","ir",2017-02-02 09:46:20,578,20.8,55,45.6
"beta","ir",2017-02-02 09:46:30,579,20.8,54.9,47.8
"beta","ir",2017-02-02 09:46:40,579,20.8,55.1,47.8
"beta","blue",2017-02-02 09:46:40,464,20.8,55.1,47.8
"beta","ir",2017-02-02 09:47:00,578,20.9,55,46.2
"beta","ir",2017-02-02 09:47:10,580,20.9,54.8,44.5
"beta","ir",2017-02-02 09:47:30,579,20.9,54.7,46.2
"beta","ir",2017-02-02 09:47:40,583,20.9,54.8,44
"beta","ir",2017-02-02 09:47:50,580,20.9,54.9,44.5
"beta","ir",2017-02-02 09:48:00,578,20.9,54.7,44
"beta","ir",2017-02-02 09:48:10,579,21,54.7,43.5
"beta","ir",2017-02-02 09:48:20,583,21,54.8,43.5
"beta","ir",2017-02-02 09:48:30,584,21,54.9,43.5
"beta","ir",2017-02-02 09:48:40,579,21,54.5,44
"beta","ir",2017-02-02 09:48:50,580,21,54.4,42.9
"beta","ir",2017-02-02 09:49:00,583,21,54.5,43.5
"beta","ir",2017-02-02 09:49:10,584,21,54.6,43.5
"beta","ir",2017-02-02 09:49:20,584,21,54.5,44
"beta","ir",2017-02-02 09:49:30,580,21,54.3,43.5
"beta","ir",2017-02-02 09:49:40,579,21,54.4,43.5
"beta","ir",2017-02-02 09:49:50,579,21,54.5,46.7
"beta","ir",2017-02-02 09:50:00,579,21,54.6,48.3
"beta","blue",2017-02-02 09:50:00,463,21,54.6,48.3
"beta","ir",2017-02-02 09:50:10,578,21,54.5,45.1
"beta","ir",2017-02-02 09:50:20,578,21,54.7,44
"beta","ir",2017-02-02 09:50:30,584,21,54.6,44
"beta","ir",2017-02-02 09:50:40,584,21,54.6,44
"beta","ir",2017-02-02 09:50:50,584,21,54.4,43.5
"beta","ir",2017-02-02 09:51:00,579,21,54.5,44
"beta","ir",2017-02-02 09:51:10,579,21,54.8,42.9
"beta","ir",2017-02-02 09:51:20,582,21,54.8,42.9
"beta","ir",2017-02-02 09:51:30,580,21,54.8,42.9
"beta","ir",2017-02-02 09:51:40,579,21,54.6,42.9
"beta","ir",2017-02-02 09:51:50,578,21,54.6,42.4
"beta","ir",2017-02-02 09:52:00,582,21,54.6,41.9
"beta","ir",2017-02-02 09:52:10,583,21,54.7,41.9
"beta","ir",2017-02-02 09:52:20,583,21,55,41.3
"beta","ir",2017-02-02 09:52:30,579,21,55.2,41.9
"beta","ir",2017-02-02 09:52:40,580,21,55.1,40.8
"beta","ir",2017-02-02 09:52:50,583,21,54.9,40.8
"beta","ir",2017-02-02 09:53:00,584,21,54.9,40.8
"beta","ir",2017-02-02 09:53:10,579,21,55.1,44.5
"beta","blue",2017-02-02 09:53:10,463,21,55.1,44.5
"beta","ir",2017-02-02 09:53:20,579,21,54.9,41.9
"beta","ir",2017-02-02 09:53:30,583,21,54.8,41.3
"beta","ir",2017-02-02 09:53:40,582,21,54.7,40.8
"beta","ir",2017-02-02 09:53:50,579,21,54.7,40.8
"beta","ir",2017-02-02 09:54:00,579,21,54.6,41.3
"beta","ir",2017-02-02 09:54:10,578,20.9,54.6,40.8
"beta","ir",2017-02-02 09:54:20,583,20.9,54.6,40.8
"beta","ir",2017-02-02 09:54:30,578,20.9,54.5,41.3
"beta","ir",2017-02-02 09:54:40,579,20.9,54.5,41.3
"beta","ir",2017-02-02 09:54:50,578,20.9,54.5,40.8
"beta","ir",2017-02-02 09:55:00,583,20.9,54.5,39.7
"beta","ir",2017-02-02 09:55:10,584,20.9,54.5,40.8
"beta","ir",2017-02-02 09:55:20,580,20.9,54.5,40.8
"beta","ir",2017-02-02 09:55:30,578,20.9,54.5,41.3
"beta","ir",2017-02-02 09:55:40,579,20.9,54.5,40.8
"beta","ir",2017-02-02 09:55:50,582,20.9,54.5,40.8
"beta","ir",2017-02-02 09:56:00,578,20.9,54.5,40.8
"beta","ir",2017-02-02 09:56:10,578,20.9,54.5,41.3
"beta","ir",2017-02-02 09:56:20,579,20.9,54.5,45.1
"beta","ir",2017-02-02 09:56:30,579,20.9,54.5,45.1
"beta","ir",2017-02-02 09:56:40,579,20.9,54.5,45.6
"beta","blue",2017-02-02 09:56:40,463,20.9,54.5,45.6
"beta","ir",2017-02-02 09:56:50,579,20.9,54.4,42.9
"beta","ir",2017-02-02 09:57:00,578,20.9,54.4,42.4
"beta","ir",2017-02-02 09:57:10,578,20.9,54.4,41.3
"beta","ir",2017-02-02 09:57:20,583,20.9,54.4,41.3
"beta","ir",2017-02-02 09:57:30,583,20.9,54.4,41.3
"beta","ir",2017-02-02 09:57:40,579,20.9,54.4,41.3
"beta","ir",2017-02-02 09:57:50,579,20.9,54.4,40.8
"beta","ir",2017-02-02 09:58:00,583,20.9,54.4,40.8
"beta","ir",2017-02-02 09:58:10,582,20.9,54.4,40.8
"beta","ir",2017-02-02 09:58:20,583,20.9,54.5,40.8
"beta","ir",2017-02-02 09:58:30,578,20.9,54.5,40.8
"beta","ir",2017-02-02 09:58:40,578,20.9,54.5,40.8
"beta","ir",2017-02-02 09:58:50,582,20.8,54.5,40.2
"beta","ir",2017-02-02 09:59:00,578,20.8,54.6,40.8
"beta","ir",2017-02-02 09:59:10,579,20.8,54.6,40.8
"beta","ir",2017-02-02 09:59:20,578,20.8,54.5,40.2
"beta","ir",2017-02-02 09:59:30,583,20.8,54.5,40.8
"beta","ir",2017-02-02 09:59:40,583,20.8,54.6,40.8
"beta","ir",2017-02-02 09:59:50,578,20.8,54.6,44
"beta","ir",2017-02-02 10:00:00,579,20.8,54.6,44.5
"beta","blue",2017-02-02 10:00:00,464,20.8,54.6,44.5
"beta","ir",2017-02-02 10:00:10,578,20.8,54.6,40.8
"beta","ir",2017-02-02 10:00:20,584,20.8,54.6,41.3
"beta","ir",2017-02-02 10:00:30,578,20.8,54.7,40.8
"beta","ir",2017-02-02 10:00:40,579,20.7,54.7,40.8
"beta","ir",2017-02-02 10:00:50,579,20.7,54.7,40.8
"beta","ir",2017-02-02 10:01:00,582,20.7,54.7,39.7
"beta","ir",2017-02-02 10:01:10,579,20.7,54.7,40.2
"beta","ir",2017-02-02 10:01:20,579,20.7,54.7,40.8
"beta","ir",2017-02-02 10:01:30,579,20.7,54.7,40.8
"beta","ir",2017-02-02 10:01:40,583,20.7,54.8,40.2
"beta","ir",2017-02-02 10:01:50,582,20.7,54.8,40.2
"beta","ir",2017-02-02 10:02:00,583,20.7,54.8,40.2
"beta","ir",2017-02-02 10:02:10,581,20.7,54.8,40.8
"beta","ir",2017-02-02 10:02:20,579,20.7,54.8,39.7
"beta","ir",2017-02-02 10:02:30,582,20.7,54.8,40.8
"beta","ir",2017-02-02 10:02:40,583,20.7,54.8,39.7
"beta","ir",2017-02-02 10:02:50,579,20.7,54.8,40.8
"beta","ir",2017-02-02 10:03:00,578,20.8,54.8,40.8
"beta","ir",2017-02-02 10:03:10,578,20.8,54.8,44
"beta","blue",2017-02-02 10:03:10,464,20.8,54.8,44
"beta","ir",2017-02-02 10:03:20,583,20.8,54.8,40.8
"beta","ir",2017-02-02 10:03:30,578,20.8,54.8,40.8
"beta","ir",2017-02-02 10:03:40,578,20.8,54.8,40.8
"beta","ir",2017-02-02 10:03:50,579,20.8,54.8,39.7
"beta","ir",2017-02-02 10:04:00,583,20.8,54.8,40.8
"beta","ir",2017-02-02 10:04:10,583,20.8,54.8,40.8
"beta","ir",2017-02-02 10:04:20,578,20.8,54.8,40.2
"beta","ir",2017-02-02 10:04:30,580,20.8,54.8,40.8
"beta","ir",2017-02-02 10:04:40,579,20.8,54.8,39.7
"beta","ir",2017-02-02 10:04:50,584,20.8,54.8,39.7
"beta","ir",2017-02-02 10:05:00,583,20.8,54.8,40.8
"beta","ir",2017-02-02 10:05:10,580,20.8,54.9,40.8
"beta","ir",2017-02-02 10:05:20,579,20.8,54.8,40.2
"beta","ir",2017-02-02 10:05:30,583,20.8,54.8,39.7
"beta","ir",2017-02-02 10:05:40,579,20.8,54.8,40.2
"beta","ir",2017-02-02 10:05:50,579,20.8,54.8,40.8
"beta","ir",2017-02-02 10:06:00,580,20.8,54.8,40.2
"beta","ir",2017-02-02 10:06:10,579,20.8,54.8,39.7
"beta","ir",2017-02-02 10:06:20,579,20.8,54.8,43.5
"beta","ir",2017-02-02 10:06:30,579,20.8,54.8,44.5
"beta","ir",2017-02-02 10:06:40,578,20.8,54.7,45.1
"beta","blue",2017-02-02 10:06:40,463,20.8,54.7,45.1
"beta","ir",2017-02-02 10:06:50,578,20.9,54.8,41.9
"beta","ir",2017-02-02 10:07:00,583,20.9,54.7,40.8
"beta","ir",2017-02-02 10:07:10,582,20.8,54.7,40.8
"beta","ir",2017-02-02 10:07:20,579,20.9,54.6,40.8
"beta","ir",2017-02-02 10:07:30,578,20.9,54.7,40.8
"beta","ir",2017-02-02 10:07:40,579,20.8,54.7,39.7
"beta","ir",2017-02-02 10:07:50,582,20.8,54.7,40.2
"beta","ir",2017-02-02 10:08:00,578,20.9,54.6,40.8
"beta","ir",2017-02-02 10:08:10,579,20.8,54.6,40.8
"beta","ir",2017-02-02 10:08:20,579,20.8,54.6,40.2
"beta","ir",2017-02-02 10:08:30,584,20.8,54.6,39.7
"beta","ir",2017-02-02 10:08:40,584,20.8,54.7,39.7
"beta","ir",2017-02-02 10:08:50,583,20.8,54.7,40.2
"beta","ir",2017-02-02 10:09:00,578,20.8,54.7,40.2
"beta","ir",2017-02-02 10:09:10,579,20.8,54.7,39.7
"beta","ir",2017-02-02 10:09:20,584,20.8,54.7,39.2
"beta","ir",2017-02-02 10:09:30,579,20.8,54.7,40.2
"beta","ir",2017-02-02 10:09:40,579,20.8,54.8,40.2
"beta","ir",2017-02-02 10:09:50,578,20.8,54.8,44
"beta","ir",2017-02-02 10:10:00,579,20.8,54.7,44
"beta","blue",2017-02-02 10:10:00,464,20.8,54.7,44
"beta","ir",2017-02-02 10:10:10,583,20.8,54.8,41.3
"beta","ir",2017-02-02 10:10:20,583,20.8,54.8,40.8
"beta","ir",2017-02-02 10:10:30,579,20.8,54.8,40.8
"beta","ir",2017-02-02 10:10:40,578,20.8,54.8,39.7
"beta","ir",2017-02-02 10:10:50,583,20.7,54.9,40.8
"beta","ir",2017-02-02 10:11:00,578,20.7,54.9,40.2
"beta","ir",2017-02-02 10:11:10,579,20.7,54.9,40.2
"beta","ir",2017-02-02 10:11:20,578,20.7,54.9,40.2
"beta","ir",2017-02-02 10:11:30,583,20.7,55,40.2
"beta","ir",2017-02-02 10:11:40,583,20.7,55,39.7
"beta","ir",2017-02-02 10:11:50,579,20.7,55,39.7
"beta","ir",2017-02-02 10:12:00,578,20.8,55,40.8
"beta","ir",2017-02-02 10:12:10,580,20.8,55,39.7
"beta","ir",2017-02-02 10:12:20,583,20.8,55,39.7
"beta","ir",2017-02-02 10:12:30,579,20.8,55,39.7
"beta","ir",2017-02-02 10:12:40,578,20.8,55,39.7
"beta","ir",2017-02-02 10:12:50,579,20.8,55,39.7
"beta","ir",2017-02-02 10:13:00,582,20.8,55,39.7
"beta","ir",2017-02-02 10:13:10,579,20.8,55,43.5
"beta","blue",2017-02-02 10:13:10,464,20.8,55,43.5
"beta","ir",2017-02-02 10:13:20,579,20.8,55,41.3
"beta","ir",2017-02-02 10:13:30,579,20.8,55,40.8
"beta","ir",2017-02-02 10:13:40,579,20.8,55,40.2
"beta","ir",2017-02-02 10:13:50,583,20.8,55,40.2
"beta","ir",2017-02-02 10:14:00,585,20.8,55,40.8
"beta","ir",2017-02-02 10:14:10,579,20.9,55,40.8
"beta","ir",2017-02-02 10:14:20,578,20.9,54.9,39.7
"beta","ir",2017-02-02 10:14:30,582,20.9,55,40.2
"beta","ir",2017-02-02 10:14:40,583,20.9,55,40.2
"beta","ir",2017-02-02 10:14:50,579,20.9,55,40.2
