"device","led","datetime","bits","tempC","rh","sys_tempC"
"beta","ir",2017-02-02 13:49:10,583,21.5,56.7,38.1
"beta","ir",2017-02-02 13:49:20,579,21.5,56.8,38.6
"beta","ir",2017-02-02 13:49:30,580,21.5,56.9,38.6
"beta","ir",2017-02-02 13:49:40,579,21.4,57,39.2
"beta","ir",2017-02-02 13:49:50,579,21.4,57.1,42.4
"beta","ir",2017-02-02 13:50:00,578,21.4,57.1,44
"beta","blue",2017-02-02 13:50:00,466,21.4,57.1,44
"beta","ir",2017-02-02 13:50:10,580,21.4,57.2,40.8
"beta","ir",2017-02-02 13:50:20,579,21.4,57.3,40.8
"beta","ir",2017-02-02 13:50:30,579,21.4,57.3,39.7
"beta","ir",2017-02-02 13:50:40,579,21.4,57.4,40.8
"beta","ir",2017-02-02 13:50:50,580,21.3,57.5,40.8
"beta","ir",2017-02-02 13:51:00,581,21.3,57.5,40.8
"beta","ir",2017-02-02 13:51:10,580,21.3,57.6,40.8
"beta","ir",2017-02-02 13:51:20,584,21.3,57.6,40.2
"beta","ir",2017-02-02 13:51:30,585,21.3,57.7,40.8
"beta","ir",2017-02-02 13:51:40,580,21.3,57.7,40.8
"beta","ir",2017-02-02 13:51:50,581,21.3,57.7,40.8
"beta","ir",2017-02-02 13:52:00,580,21.3,57.7,40.8
"beta","ir",2017-02-02 13:52:10,584,21.3,57.8,40.8
"beta","ir",2017-02-02 13:52:20,582,21.3,57.8,41.3
"beta","ir",2017-02-02 13:52:30,585,21.3,57.8,41.9
"beta","ir",2017-02-02 13:52:40,595,21.3,57.8,41.3
"beta","ir",2017-02-02 13:52:50,601,21.3,57.8,40.8
"beta","ir",2017-02-02 13:53:00,595,21.3,57.8,44
"beta","ir",2017-02-02 13:53:10,594,21.3,57.8,45.6
"beta","blue",2017-02-02 13:53:10,486,21.3,57.8,45.6
"beta","ir",2017-02-02 13:53:20,595,21.3,57.9,42.9
"beta","ir",2017-02-02 13:53:30,594,21.3,57.9,42.4
"beta","ir",2017-02-02 13:53:40,598,21.3,57.9,41.9
"beta","ir",2017-02-02 13:53:50,597,21.3,57.9,41.9
"beta","ir",2017-02-02 13:54:00,591,21.3,57.9,41.9
"beta","ir",2017-02-02 13:54:10,591,21.3,57.9,41.9
"beta","ir",2017-02-02 13:54:20,598,21.3,58,42.4
"beta","ir",2017-02-02 13:54:30,592,21.3,58,41.9
"beta","ir",2017-02-02 13:54:40,593,21.3,58,41.9
"beta","ir",2017-02-02 13:54:50,595,21.3,58,42.9
"beta","ir",2017-02-02 13:55:00,597,21.3,58,41.3
"beta","ir",2017-02-02 13:55:10,606,21.3,58,41.9
"beta","ir",2017-02-02 13:55:20,604,21.3,58.1,45.1
"beta","ir",2017-02-02 13:55:22,604,21.3,58.1,45.1
"beta","ir",2017-02-02 13:55:24,610,21.3,58.1,45.1
"beta","ir",2017-02-02 13:55:26,606,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:28,604,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:30,604,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:32,610,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:34,605,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:36,605,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:38,605,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:40,606,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:42,605,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:44,609,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:46,615,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:48,608,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:50,617,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:52,610,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:54,609,21.3,58.1,43.5
"beta","ir",2017-02-02 13:55:56,616,21.3,58.1,42.9
"beta","ir",2017-02-02 13:55:58,610,21.3,58.1,42.9
"beta","ir",2017-02-02 13:56:00,615,21.3,58.1,42.9
"beta","ir",2017-02-02 13:56:02,634,21.3,58.1,42.9
"beta","ir",2017-02-02 13:56:04,656,21.3,58.1,42.9
"beta","ir",2017-02-02 13:56:06,730,21.3,58.1,43.5
"beta","ir",2017-02-02 13:56:08,760,21.3,58.1,43.5
"beta","ir",2017-02-02 13:56:10,691,21.3,58.1,43.5
"beta","ir",2017-02-02 13:56:12,715,21.3,58.1,43.5
"beta","blue",2017-02-02 13:56:12,619,21.3,58.1,43.5
"beta","ir",2017-02-02 13:56:14,858,21.3,58.1,43.5
"beta","blue",2017-02-02 13:56:14,828,21.3,58.1,43.5
"beta","ir",2017-02-02 13:56:16,888,21.3,58.1,44
"beta","blue",2017-02-02 13:56:16,825,21.3,58.1,44
"beta","ir",2017-02-02 13:56:18,889,21.3,58.1,44
"beta","blue",2017-02-02 13:56:18,849,21.3,58.1,44
"beta","ir",2017-02-02 13:56:20,862,21.3,58.1,44
"beta","blue",2017-02-02 13:56:20,838,21.3,58.1,44
"beta","blue",2017-02-02 13:56:22,738,21.3,58.1,44
"beta","ir",2017-02-02 13:56:22,815,21.3,58.1,44
"beta","ir",2017-02-02 13:56:24,866,21.3,58.1,44
"beta","blue",2017-02-02 13:56:24,809,21.3,58.1,44
"beta","blue",2017-02-02 13:56:26,872,21.3,58.2,44
"beta","ir",2017-02-02 13:56:26,925,21.3,58.2,44
"beta","ir",2017-02-02 13:56:28,892,21.3,58.2,44
"beta","blue",2017-02-02 13:56:28,844,21.3,58.2,44
"beta","ir",2017-02-02 13:56:30,879,21.3,58.2,44
"beta","blue",2017-02-02 13:56:30,816,21.3,58.2,44
"beta","ir",2017-02-02 13:56:32,909,21.3,58.2,44
"beta","blue",2017-02-02 13:56:32,848,21.3,58.2,44
"beta","ir",2017-02-02 13:56:34,884,21.3,58.2,44
"beta","blue",2017-02-02 13:56:34,832,21.3,58.2,44
"beta","ir",2017-02-02 13:56:36,899,21.3,58.2,43.5
"beta","blue",2017-02-02 13:56:36,834,21.3,58.2,43.5
"beta","ir",2017-02-02 13:56:38,874,21.3,58.2,43.5
"beta","blue",2017-02-02 13:56:38,815,21.3,58.2,43.5
"beta","ir",2017-02-02 13:56:40,902,21.3,58.2,43.5
"beta","blue",2017-02-02 13:56:40,839,21.3,58.2,43.5
"beta","ir",2017-02-02 13:56:42,878,21.3,58.2,43.5
"beta","blue",2017-02-02 13:56:42,819,21.3,58.2,43.5
"beta","ir",2017-02-02 13:56:44,881,21.3,58.2,43.5
"beta","blue",2017-02-02 13:56:44,820,21.3,58.2,43.5
"beta","ir",2017-02-02 13:56:46,852,21.3,58.1,44
"beta","blue",2017-02-02 13:56:46,793,21.3,58.1,44
"beta","ir",2017-02-02 13:56:48,852,21.3,58.1,44
"beta","blue",2017-02-02 13:56:48,797,21.3,58.1,44
"beta","blue",2017-02-02 13:56:50,823,21.3,58.1,44
"beta","ir",2017-02-02 13:56:50,884,21.3,58.1,44
"beta","ir",2017-02-02 13:56:52,863,21.3,58.1,44
"beta","blue",2017-02-02 13:56:52,811,21.3,58.1,44
"beta","ir",2017-02-02 13:56:54,877,21.3,58.1,44
"beta","blue",2017-02-02 13:56:54,819,21.3,58.1,44
"beta","ir",2017-02-02 13:56:56,857,21.3,58.1,44.5
"beta","blue",2017-02-02 13:56:56,802,21.3,58.1,44.5
"beta","ir",2017-02-02 13:56:58,858,21.3,58.1,44.5
"beta","blue",2017-02-02 13:56:58,807,21.3,58.1,44.5
"beta","ir",2017-02-02 13:57:00,866,21.3,58.1,44.5
"beta","blue",2017-02-02 13:57:00,811,21.3,58.1,44.5
"beta","ir",2017-02-02 13:57:02,890,21.3,58.1,44.5
"beta","blue",2017-02-02 13:57:02,826,21.3,58.1,44.5
"beta","ir",2017-02-02 13:57:04,866,21.3,58.1,44.5
"beta","blue",2017-02-02 13:57:04,811,21.3,58.1,44.5
"beta","ir",2017-02-02 13:57:06,870,21.4,58.1,44.5
"beta","blue",2017-02-02 13:57:06,816,21.4,58.1,44.5
"beta","ir",2017-02-02 13:57:08,867,21.4,58.1,44.5
"beta","blue",2017-02-02 13:57:08,812,21.4,58.1,44.5
"beta","ir",2017-02-02 13:57:10,868,21.4,58.1,44.5
"beta","blue",2017-02-02 13:57:10,813,21.4,58.1,44.5
"beta","ir",2017-02-02 13:57:12,888,21.4,58.1,44.5
"beta","blue",2017-02-02 13:57:12,833,21.4,58.1,44.5
"beta","ir",2017-02-02 13:57:14,866,21.4,58.1,44.5
"beta","blue",2017-02-02 13:57:14,811,21.4,58.1,44.5
"beta","ir",2017-02-02 13:57:16,887,21.4,58,44
"beta","blue",2017-02-02 13:57:16,830,21.4,58,44
"beta","ir",2017-02-02 13:57:18,866,21.4,58,44
"beta","blue",2017-02-02 13:57:18,814,21.4,58,44
"beta","ir",2017-02-02 13:57:20,886,21.4,58,44
"beta","blue",2017-02-02 13:57:20,827,21.4,58,44
"beta","ir",2017-02-02 13:57:22,866,21.4,58,44
"beta","blue",2017-02-02 13:57:22,810,21.4,58,44
"beta","ir",2017-02-02 13:57:24,864,21.4,58,44
"beta","blue",2017-02-02 13:57:24,809,21.4,58,44
"beta","ir",2017-02-02 13:57:26,860,21.4,58,44.5
"beta","blue",2017-02-02 13:57:26,806,21.4,58,44.5
"beta","ir",2017-02-02 13:57:28,860,21.4,58,44.5
"beta","blue",2017-02-02 13:57:28,806,21.4,58,44.5
"beta","ir",2017-02-02 13:57:30,860,21.4,58,44.5
"beta","blue",2017-02-02 13:57:30,806,21.4,58,44.5
"beta","ir",2017-02-02 13:57:32,857,21.4,58,44.5
"beta","blue",2017-02-02 13:57:32,802,21.4,58,44.5
"beta","ir",2017-02-02 13:57:34,878,21.4,58,44.5
"beta","blue",2017-02-02 13:57:34,820,21.4,58,44.5
"beta","ir",2017-02-02 13:57:36,853,21.4,58,45.1
"beta","blue",2017-02-02 13:57:36,799,21.4,58,45.1
"beta","ir",2017-02-02 13:57:38,872,21.4,58,45.1
"beta","blue",2017-02-02 13:57:38,812,21.4,58,45.1
"beta","ir",2017-02-02 13:57:40,857,21.4,58,45.1
"beta","blue",2017-02-02 13:57:40,807,21.4,58,45.1
"beta","ir",2017-02-02 13:57:42,864,21.4,58,45.1
"beta","blue",2017-02-02 13:57:42,805,21.4,58,45.1
"beta","ir",2017-02-02 13:57:44,859,21.4,58,45.1
"beta","blue",2017-02-02 13:57:44,802,21.4,58,45.1
"beta","ir",2017-02-02 13:57:46,860,21.4,57.9,44
"beta","blue",2017-02-02 13:57:46,802,21.4,57.9,44
"beta","ir",2017-02-02 13:57:48,884,21.4,57.9,44
"beta","blue",2017-02-02 13:57:48,824,21.4,57.9,44
"beta","ir",2017-02-02 13:57:50,868,21.4,57.9,44
"beta","blue",2017-02-02 13:57:50,810,21.4,57.9,44
"beta","ir",2017-02-02 13:57:52,887,21.4,57.9,44
"beta","blue",2017-02-02 13:57:52,827,21.4,57.9,44
"beta","ir",2017-02-02 13:57:54,862,21.4,57.9,44
"beta","blue",2017-02-02 13:57:54,806,21.4,57.9,44
"beta","ir",2017-02-02 13:57:56,880,21.4,57.9,44
"beta","blue",2017-02-02 13:57:56,824,21.4,57.9,44
"beta","ir",2017-02-02 13:57:58,864,21.4,57.9,44
"beta","blue",2017-02-02 13:57:58,806,21.4,57.9,44
"beta","ir",2017-02-02 13:58:00,862,21.4,57.9,44
"beta","blue",2017-02-02 13:58:00,804,21.4,57.9,44
"beta","ir",2017-02-02 13:58:02,863,21.4,57.9,44
"beta","blue",2017-02-02 13:58:02,803,21.4,57.9,44
"beta","ir",2017-02-02 13:58:04,863,21.4,57.9,44
"beta","blue",2017-02-02 13:58:04,805,21.4,57.9,44
"beta","ir",2017-02-02 13:58:06,880,21.4,57.9,44
"beta","blue",2017-02-02 13:58:06,820,21.4,57.9,44
"beta","ir",2017-02-02 13:58:08,857,21.4,57.9,44
"beta","blue",2017-02-02 13:58:08,803,21.4,57.9,44
"beta","ir",2017-02-02 13:58:10,872,21.4,57.9,44
"beta","blue",2017-02-02 13:58:10,812,21.4,57.9,44
"beta","ir",2017-02-02 13:58:12,852,21.4,57.9,44
"beta","blue",2017-02-02 13:58:12,797,21.4,57.9,44
"beta","ir",2017-02-02 13:58:14,868,21.4,57.9,44
"beta","blue",2017-02-02 13:58:14,808,21.4,57.9,44
"beta","ir",2017-02-02 13:58:16,846,21.4,57.8,44
"beta","blue",2017-02-02 13:58:16,790,21.4,57.8,44
"beta","ir",2017-02-02 13:58:18,847,21.4,57.8,44
"beta","blue",2017-02-02 13:58:18,790,21.4,57.8,44
"beta","ir",2017-02-02 13:58:20,848,21.4,57.8,44
"beta","blue",2017-02-02 13:58:20,790,21.4,57.8,44
"beta","ir",2017-02-02 13:58:22,851,21.4,57.8,44
"beta","blue",2017-02-02 13:58:22,795,21.4,57.8,44
"beta","ir",2017-02-02 13:58:24,851,21.4,57.8,44
"beta","blue",2017-02-02 13:58:24,793,21.4,57.8,44
"beta","ir",2017-02-02 13:58:26,853,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:26,794,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:28,870,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:28,808,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:30,845,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:30,785,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:32,861,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:32,800,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:34,841,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:34,782,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:36,840,21.5,57.8,44
"beta","blue",2017-02-02 13:58:36,782,21.5,57.8,44
"beta","ir",2017-02-02 13:58:38,846,21.5,57.8,44
"beta","blue",2017-02-02 13:58:38,791,21.5,57.8,44
"beta","ir",2017-02-02 13:58:40,846,21.5,57.8,44
"beta","blue",2017-02-02 13:58:40,787,21.5,57.8,44
"beta","ir",2017-02-02 13:58:42,860,21.5,57.8,44
"beta","blue",2017-02-02 13:58:42,796,21.5,57.8,44
"beta","ir",2017-02-02 13:58:44,842,21.5,57.8,44
"beta","blue",2017-02-02 13:58:44,786,21.5,57.8,44
"beta","ir",2017-02-02 13:58:46,858,21.5,57.8,43.5
"beta","blue",2017-02-02 13:58:46,796,21.5,57.8,43.5
"beta","ir",2017-02-02 13:58:48,839,21.5,57.8,43.5
"beta","blue",2017-02-02 13:58:48,784,21.5,57.8,43.5
"beta","ir",2017-02-02 13:58:50,863,21.5,57.8,43.5
"beta","blue",2017-02-02 13:58:50,802,21.5,57.8,43.5
"beta","ir",2017-02-02 13:58:52,846,21.5,57.8,43.5
"beta","blue",2017-02-02 13:58:52,790,21.5,57.8,43.5
"beta","ir",2017-02-02 13:58:54,847,21.5,57.8,43.5
"beta","blue",2017-02-02 13:58:54,793,21.5,57.8,43.5
"beta","ir",2017-02-02 13:58:56,866,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:56,808,21.5,57.8,44.5
"beta","ir",2017-02-02 13:58:58,843,21.5,57.8,44.5
"beta","blue",2017-02-02 13:58:58,790,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:00,840,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:00,787,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:02,842,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:02,790,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:04,863,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:04,806,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:06,840,21.5,57.8,44
"beta","blue",2017-02-02 13:59:06,783,21.5,57.8,44
"beta","ir",2017-02-02 13:59:08,858,21.5,57.8,44
"beta","blue",2017-02-02 13:59:08,797,21.5,57.8,44
"beta","ir",2017-02-02 13:59:10,838,21.5,57.8,44
"beta","blue",2017-02-02 13:59:10,780,21.5,57.8,44
"beta","ir",2017-02-02 13:59:12,831,21.5,57.8,44
"beta","blue",2017-02-02 13:59:12,779,21.5,57.8,44
"beta","ir",2017-02-02 13:59:14,841,21.5,57.8,44
"beta","blue",2017-02-02 13:59:14,788,21.5,57.8,44
"beta","ir",2017-02-02 13:59:16,830,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:16,780,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:18,852,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:18,793,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:20,836,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:20,779,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:22,790,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:22,852,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:24,832,21.5,57.8,44.5
"beta","blue",2017-02-02 13:59:24,777,21.5,57.8,44.5
"beta","ir",2017-02-02 13:59:26,849,21.5,57.8,44
"beta","blue",2017-02-02 13:59:26,788,21.5,57.8,44
"beta","ir",2017-02-02 13:59:28,832,21.5,57.8,44
"beta","blue",2017-02-02 13:59:28,773,21.5,57.8,44
"beta","ir",2017-02-02 13:59:30,831,21.5,57.8,44
"beta","blue",2017-02-02 13:59:30,774,21.5,57.8,44
"beta","ir",2017-02-02 13:59:32,829,21.5,57.8,44
"beta","blue",2017-02-02 13:59:32,772,21.5,57.8,44
"beta","ir",2017-02-02 13:59:34,833,21.5,57.8,44
"beta","blue",2017-02-02 13:59:34,776,21.5,57.8,44
"beta","ir",2017-02-02 13:59:36,850,21.5,57.7,44
"beta","blue",2017-02-02 13:59:36,790,21.5,57.7,44
"beta","ir",2017-02-02 13:59:38,840,21.5,57.7,44
"beta","blue",2017-02-02 13:59:38,781,21.5,57.7,44
"beta","blue",2017-02-02 13:59:40,795,21.5,57.7,44
"beta","ir",2017-02-02 13:59:40,862,21.5,57.7,44
"beta","ir",2017-02-02 13:59:42,841,21.5,57.7,44
"beta","blue",2017-02-02 13:59:42,775,21.5,57.7,44
"beta","ir",2017-02-02 13:59:44,860,21.5,57.7,44
"beta","blue",2017-02-02 13:59:44,793,21.5,57.7,44
"beta","ir",2017-02-02 13:59:46,838,21.5,57.7,44
"beta","blue",2017-02-02 13:59:46,778,21.5,57.7,44
"beta","ir",2017-02-02 13:59:48,832,21.5,57.7,44
"beta","blue",2017-02-02 13:59:48,773,21.5,57.7,44
"beta","ir",2017-02-02 13:59:50,850,21.5,57.7,44
"beta","blue",2017-02-02 13:59:50,790,21.5,57.7,44
"beta","ir",2017-02-02 13:59:52,835,21.5,57.7,44
"beta","blue",2017-02-02 13:59:52,774,21.5,57.7,44
"beta","ir",2017-02-02 13:59:54,851,21.5,57.7,44
"beta","blue",2017-02-02 13:59:54,789,21.5,57.7,44
"beta","ir",2017-02-02 13:59:56,831,21.5,57.7,44
"beta","blue",2017-02-02 13:59:56,773,21.5,57.7,44
"beta","ir",2017-02-02 13:59:58,850,21.5,57.7,44
"beta","blue",2017-02-02 13:59:58,788,21.5,57.7,44
"beta","ir",2017-02-02 14:00:00,831,21.5,57.7,44
"beta","blue",2017-02-02 14:00:00,773,21.5,57.7,44
"beta","ir",2017-02-02 14:00:02,844,21.5,57.7,44
"beta","blue",2017-02-02 14:00:02,780,21.5,57.7,44
"beta","ir",2017-02-02 14:00:04,828,21.5,57.7,44
"beta","blue",2017-02-02 14:00:04,771,21.5,57.7,44
"beta","ir",2017-02-02 14:00:06,829,21.5,57.7,44
"beta","blue",2017-02-02 14:00:06,772,21.5,57.7,44
"beta","ir",2017-02-02 14:00:08,829,21.5,57.7,44
"beta","blue",2017-02-02 14:00:08,774,21.5,57.7,44
"beta","ir",2017-02-02 14:00:10,833,21.5,57.7,44
"beta","blue",2017-02-02 14:00:10,775,21.5,57.7,44
"beta","ir",2017-02-02 14:00:12,850,21.5,57.7,44
"beta","blue",2017-02-02 14:00:12,787,21.5,57.7,44
"beta","ir",2017-02-02 14:00:14,830,21.5,57.7,44
"beta","blue",2017-02-02 14:00:14,776,21.5,57.7,44
"beta","ir",2017-02-02 14:00:16,849,21.5,57.7,44.5
"beta","blue",2017-02-02 14:00:16,790,21.5,57.7,44.5
"beta","ir",2017-02-02 14:00:18,833,21.5,57.7,44.5
"beta","blue",2017-02-02 14:00:18,779,21.5,57.7,44.5
"beta","ir",2017-02-02 14:00:20,852,21.5,57.7,44.5
"beta","blue",2017-02-02 14:00:20,789,21.5,57.7,44.5
"beta","ir",2017-02-02 14:00:22,833,21.5,57.7,44.5
"beta","blue",2017-02-02 14:00:22,774,21.5,57.7,44.5
"beta","ir",2017-02-02 14:00:24,826,21.5,57.7,44.5
"beta","blue",2017-02-02 14:00:24,770,21.5,57.7,44.5
"beta","ir",2017-02-02 14:00:26,824,21.5,57.7,44
"beta","blue",2017-02-02 14:00:26,765,21.5,57.7,44
"beta","ir",2017-02-02 14:00:28,824,21.5,57.7,44
"beta","blue",2017-02-02 14:00:28,765,21.5,57.7,44
"beta","ir",2017-02-02 14:00:30,840,21.5,57.7,44
"beta","blue",2017-02-02 14:00:30,780,21.5,57.7,44
"beta","ir",2017-02-02 14:00:32,819,21.5,57.7,44
"beta","blue",2017-02-02 14:00:32,764,21.5,57.7,44
"beta","ir",2017-02-02 14:00:34,835,21.5,57.7,44
"beta","blue",2017-02-02 14:00:34,779,21.5,57.7,44
"beta","ir",2017-02-02 14:00:36,817,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:36,762,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:38,832,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:38,776,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:40,817,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:40,761,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:42,822,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:42,757,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:44,819,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:44,758,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:46,816,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:46,754,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:48,831,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:48,768,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:50,828,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:50,768,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:52,826,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:52,766,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:54,824,21.6,57.6,45.1
"beta","blue",2017-02-02 14:00:54,766,21.6,57.6,45.1
"beta","ir",2017-02-02 14:00:56,841,21.6,57.6,44
"beta","blue",2017-02-02 14:00:56,781,21.6,57.6,44
"beta","ir",2017-02-02 14:00:58,826,21.6,57.6,44
"beta","blue",2017-02-02 14:00:58,767,21.6,57.6,44
"beta","ir",2017-02-02 14:01:00,829,21.6,57.6,44
"beta","blue",2017-02-02 14:01:00,764,21.6,57.6,44
"beta","ir",2017-02-02 14:01:02,825,21.6,57.6,44
"beta","blue",2017-02-02 14:01:02,762,21.6,57.6,44
"beta","ir",2017-02-02 14:01:04,824,21.6,57.6,44
"beta","blue",2017-02-02 14:01:04,761,21.6,57.6,44
"beta","ir",2017-02-02 14:01:06,842,21.6,57.6,44
"beta","blue",2017-02-02 14:01:06,778,21.6,57.6,44
"beta","ir",2017-02-02 14:01:08,817,21.6,57.6,44
"beta","blue",2017-02-02 14:01:08,763,21.6,57.6,44
"beta","ir",2017-02-02 14:01:10,815,21.6,57.6,44
"beta","blue",2017-02-02 14:01:10,764,21.6,57.6,44
"beta","ir",2017-02-02 14:01:12,814,21.6,57.6,44
"beta","blue",2017-02-02 14:01:12,757,21.6,57.6,44
"beta","ir",2017-02-02 14:01:14,830,21.6,57.6,44
"beta","blue",2017-02-02 14:01:14,769,21.6,57.6,44
"beta","ir",2017-02-02 14:01:16,814,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:16,758,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:18,818,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:18,756,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:20,816,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:20,756,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:22,817,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:22,756,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:24,815,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:24,756,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:26,814,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:26,751,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:28,828,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:28,761,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:30,817,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:30,756,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:32,830,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:32,770,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:34,811,21.6,57.6,44.5
"beta","blue",2017-02-02 14:01:34,755,21.6,57.6,44.5
"beta","ir",2017-02-02 14:01:36,810,21.6,57.6,44
"beta","blue",2017-02-02 14:01:36,753,21.6,57.6,44
"beta","ir",2017-02-02 14:01:38,804,21.6,57.6,44
"beta","blue",2017-02-02 14:01:38,749,21.6,57.6,44
"beta","ir",2017-02-02 14:01:40,806,21.6,57.6,44
"beta","blue",2017-02-02 14:01:40,751,21.6,57.6,44
"beta","ir",2017-02-02 14:01:42,827,21.6,57.6,44
"beta","blue",2017-02-02 14:01:42,767,21.6,57.6,44
"beta","ir",2017-02-02 14:01:44,811,21.6,57.6,44
"beta","blue",2017-02-02 14:01:44,752,21.6,57.6,44
"beta","ir",2017-02-02 14:01:46,827,21.6,57.6,44
"beta","blue",2017-02-02 14:01:46,764,21.6,57.6,44
"beta","ir",2017-02-02 14:01:48,810,21.6,57.6,44
"beta","blue",2017-02-02 14:01:48,750,21.6,57.6,44
"beta","ir",2017-02-02 14:01:50,828,21.6,57.6,44
"beta","blue",2017-02-02 14:01:50,765,21.6,57.6,44
"beta","ir",2017-02-02 14:01:52,810,21.6,57.6,44
"beta","blue",2017-02-02 14:01:52,752,21.6,57.6,44
"beta","ir",2017-02-02 14:01:54,807,21.6,57.6,44
"beta","blue",2017-02-02 14:01:54,750,21.6,57.6,44
"beta","ir",2017-02-02 14:01:56,805,21.6,57.6,44
"beta","blue",2017-02-02 14:01:56,751,21.6,57.6,44
"beta","ir",2017-02-02 14:01:58,811,21.6,57.6,44
"beta","blue",2017-02-02 14:01:58,752,21.6,57.6,44
"beta","ir",2017-02-02 14:02:00,827,21.6,57.6,44
"beta","blue",2017-02-02 14:02:00,765,21.6,57.6,44
"beta","ir",2017-02-02 14:02:02,808,21.6,57.6,44
"beta","blue",2017-02-02 14:02:02,750,21.6,57.6,44
"beta","ir",2017-02-02 14:02:04,824,21.6,57.6,44
"beta","blue",2017-02-02 14:02:04,764,21.6,57.6,44
"beta","ir",2017-02-02 14:02:06,799,21.6,57.6,44
"beta","blue",2017-02-02 14:02:06,741,21.6,57.6,44
"beta","ir",2017-02-02 14:02:08,821,21.6,57.6,44
"beta","blue",2017-02-02 14:02:08,761,21.6,57.6,44
"beta","ir",2017-02-02 14:02:10,803,21.6,57.6,44
"beta","blue",2017-02-02 14:02:10,748,21.6,57.6,44
"beta","ir",2017-02-02 14:02:12,805,21.6,57.6,44
