TrakPro Version 4.70 ASCII Data File

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530124211
Test ID:,005
Test Abbreviation:,MANUAL_005
Start Date:,02/02/2017
Start Time:,13:01:43
Duration (dd:hh:mm:ss):,0:00:04:00
Log Interval (mm:ss):,00:01
Number of points:,276
Notes:,

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,0.000
,Minimum:,0.000
,Time of Minimum:,13:01:47
,Date of Minimum:,02/02/2017
,Maximum:,0.046
,Time of Maximum:,13:01:44
,Date of Maximum:,02/02/2017

Calibration,Sensor:,AEROSOL
,Cal. date,10/17/2012

Date,Time,AEROSOL
MM/dd/yyyy,hh:mm:ss,mg/m^3
02/02/2017,13:01:44,0.046
02/02/2017,13:01:45,0.007
02/02/2017,13:01:46,0.005
02/02/2017,13:01:47,0.000
02/02/2017,13:01:48,0.001
02/02/2017,13:01:49,0.001
02/02/2017,13:01:50,0.000
02/02/2017,13:01:51,0.000
02/02/2017,13:01:52,0.000
02/02/2017,13:01:53,0.000
02/02/2017,13:01:54,0.000
02/02/2017,13:01:55,0.000
02/02/2017,13:01:56,0.000
02/02/2017,13:01:57,0.000
02/02/2017,13:01:58,0.000
02/02/2017,13:01:59,0.000
02/02/2017,13:02:00,0.000
02/02/2017,13:02:01,0.000
02/02/2017,13:02:02,0.000
02/02/2017,13:02:03,0.000
02/02/2017,13:02:04,0.000
02/02/2017,13:02:05,0.000
02/02/2017,13:02:06,0.000
02/02/2017,13:02:07,0.000
02/02/2017,13:02:08,0.000
02/02/2017,13:02:09,0.000
02/02/2017,13:02:10,0.000
02/02/2017,13:02:11,0.000
02/02/2017,13:02:12,0.000
02/02/2017,13:02:13,0.000
02/02/2017,13:02:14,0.000
02/02/2017,13:02:15,0.000
02/02/2017,13:02:16,0.000
02/02/2017,13:02:17,0.000
02/02/2017,13:02:18,0.000
02/02/2017,13:02:19,0.000
02/02/2017,13:02:20,0.000
02/02/2017,13:02:21,0.000
02/02/2017,13:02:22,0.000
02/02/2017,13:02:23,0.000
02/02/2017,13:02:24,0.000
02/02/2017,13:02:25,0.000
02/02/2017,13:02:26,0.000
02/02/2017,13:02:27,0.000
02/02/2017,13:02:28,0.000
02/02/2017,13:02:29,0.000
02/02/2017,13:02:30,0.000
02/02/2017,13:02:31,0.000
02/02/2017,13:02:32,0.000
02/02/2017,13:02:33,0.000
02/02/2017,13:02:34,0.000
02/02/2017,13:02:35,0.000
02/02/2017,13:02:36,0.000
02/02/2017,13:02:37,0.000
02/02/2017,13:02:38,0.000
02/02/2017,13:02:39,0.000
02/02/2017,13:02:40,0.000
02/02/2017,13:02:41,0.000
02/02/2017,13:02:42,0.000
02/02/2017,13:02:43,0.000
02/02/2017,13:02:44,0.000
02/02/2017,13:02:45,0.000
02/02/2017,13:02:46,0.000
02/02/2017,13:02:47,0.000
02/02/2017,13:02:48,0.000
02/02/2017,13:02:49,0.000
02/02/2017,13:02:50,0.000
02/02/2017,13:02:51,0.000
02/02/2017,13:02:52,0.001
02/02/2017,13:02:53,0.000
02/02/2017,13:02:54,0.000
02/02/2017,13:02:55,0.000
02/02/2017,13:02:56,0.000
02/02/2017,13:02:57,0.000
02/02/2017,13:02:58,0.000
02/02/2017,13:02:59,0.000
02/02/2017,13:03:00,0.000
02/02/2017,13:03:01,0.000
02/02/2017,13:03:02,0.000
02/02/2017,13:03:03,0.000
02/02/2017,13:03:04,0.000
02/02/2017,13:03:05,0.000
02/02/2017,13:03:06,0.000
02/02/2017,13:03:07,0.000
02/02/2017,13:03:08,0.000
02/02/2017,13:03:09,0.000
02/02/2017,13:03:10,0.000
02/02/2017,13:03:11,0.000
02/02/2017,13:03:12,0.000
02/02/2017,13:03:13,0.000
02/02/2017,13:03:14,0.000
02/02/2017,13:03:15,0.000
02/02/2017,13:03:16,0.000
02/02/2017,13:03:17,0.000
02/02/2017,13:03:18,0.000
02/02/2017,13:03:19,0.000
02/02/2017,13:03:20,0.000
02/02/2017,13:03:21,0.000
02/02/2017,13:03:22,0.000
02/02/2017,13:03:23,0.000
02/02/2017,13:03:24,0.000
02/02/2017,13:03:25,0.000
02/02/2017,13:03:26,0.000
02/02/2017,13:03:27,0.000
02/02/2017,13:03:28,0.000
02/02/2017,13:03:29,0.000
02/02/2017,13:03:30,0.000
02/02/2017,13:03:31,0.000
02/02/2017,13:03:32,0.000
02/02/2017,13:03:33,0.000
02/02/2017,13:03:34,0.000
02/02/2017,13:03:35,0.000
02/02/2017,13:03:36,0.000
02/02/2017,13:03:37,0.000
02/02/2017,13:03:38,0.000
02/02/2017,13:03:39,0.000
02/02/2017,13:03:40,0.000
02/02/2017,13:03:41,0.000
02/02/2017,13:03:42,0.000
02/02/2017,13:03:43,0.000
02/02/2017,13:03:44,0.000
02/02/2017,13:03:45,0.000
02/02/2017,13:03:46,0.000
02/02/2017,13:03:47,0.000
02/02/2017,13:03:48,0.000
02/02/2017,13:03:49,0.000
02/02/2017,13:03:50,0.000
02/02/2017,13:03:51,0.000
02/02/2017,13:03:52,0.000
02/02/2017,13:03:53,0.000
02/02/2017,13:03:54,0.000
02/02/2017,13:03:55,0.000
02/02/2017,13:03:56,0.000
02/02/2017,13:03:57,0.000
02/02/2017,13:03:58,0.000
02/02/2017,13:03:59,0.000
02/02/2017,13:04:00,0.000
02/02/2017,13:04:01,0.000
02/02/2017,13:04:02,0.000
02/02/2017,13:04:03,0.000
02/02/2017,13:04:04,0.000
02/02/2017,13:04:05,0.000
02/02/2017,13:04:06,0.000
02/02/2017,13:04:07,0.000
02/02/2017,13:04:08,0.000
02/02/2017,13:04:09,0.000
02/02/2017,13:04:10,0.000
02/02/2017,13:04:11,0.000
02/02/2017,13:04:12,0.000
02/02/2017,13:04:13,0.000
02/02/2017,13:04:14,0.000
02/02/2017,13:04:15,0.000
02/02/2017,13:04:16,0.000
02/02/2017,13:04:17,0.000
02/02/2017,13:04:18,0.000
02/02/2017,13:04:19,0.000
02/02/2017,13:04:20,0.000
02/02/2017,13:04:21,0.000
02/02/2017,13:04:22,0.001
02/02/2017,13:04:23,0.000
02/02/2017,13:04:24,0.000
02/02/2017,13:04:25,0.000
02/02/2017,13:04:26,0.000
02/02/2017,13:04:27,0.000
02/02/2017,13:04:28,0.000
02/02/2017,13:04:29,0.000
02/02/2017,13:04:30,0.000
02/02/2017,13:04:31,0.000
02/02/2017,13:04:32,0.000
02/02/2017,13:04:33,0.000
02/02/2017,13:04:34,0.000
02/02/2017,13:04:35,0.000
02/02/2017,13:04:36,0.000
02/02/2017,13:04:37,0.000
02/02/2017,13:04:38,0.000
02/02/2017,13:04:39,0.000
02/02/2017,13:04:40,0.000
02/02/2017,13:04:41,0.000
02/02/2017,13:04:42,0.000
02/02/2017,13:04:43,0.000
02/02/2017,13:04:44,0.000
02/02/2017,13:04:45,0.000
02/02/2017,13:04:46,0.000
02/02/2017,13:04:47,0.000
02/02/2017,13:04:48,0.000
02/02/2017,13:04:49,0.000
02/02/2017,13:04:50,0.000
02/02/2017,13:04:51,0.000
02/02/2017,13:04:52,0.000
02/02/2017,13:04:53,0.000
02/02/2017,13:04:54,0.000
02/02/2017,13:04:55,0.000
02/02/2017,13:04:56,0.000
02/02/2017,13:04:57,0.000
02/02/2017,13:04:58,0.000
02/02/2017,13:04:59,0.000
02/02/2017,13:05:00,0.000
02/02/2017,13:05:01,0.000
02/02/2017,13:05:02,0.000
02/02/2017,13:05:03,0.000
02/02/2017,13:05:04,0.000
02/02/2017,13:05:05,0.000
02/02/2017,13:05:06,0.000
02/02/2017,13:05:07,0.000
02/02/2017,13:05:08,0.000
02/02/2017,13:05:09,0.000
02/02/2017,13:05:10,0.000
02/02/2017,13:05:11,0.000
02/02/2017,13:05:12,0.000
02/02/2017,13:05:13,0.000
02/02/2017,13:05:14,0.000
02/02/2017,13:05:15,0.000
02/02/2017,13:05:16,0.000
02/02/2017,13:05:17,0.000
02/02/2017,13:05:18,0.000
02/02/2017,13:05:19,0.000
02/02/2017,13:05:20,0.000
02/02/2017,13:05:21,0.000
02/02/2017,13:05:22,0.000
02/02/2017,13:05:23,0.000
02/02/2017,13:05:24,0.000
02/02/2017,13:05:25,0.000
02/02/2017,13:05:26,0.000
02/02/2017,13:05:27,0.000
02/02/2017,13:05:28,0.000
02/02/2017,13:05:29,0.000
02/02/2017,13:05:30,0.000
02/02/2017,13:05:31,0.000
02/02/2017,13:05:32,0.000
02/02/2017,13:05:33,0.000
02/02/2017,13:05:34,0.000
02/02/2017,13:05:35,0.000
02/02/2017,13:05:36,0.000
02/02/2017,13:05:37,0.000
02/02/2017,13:05:38,0.000
02/02/2017,13:05:39,0.000
02/02/2017,13:05:40,0.000
02/02/2017,13:05:41,0.000
02/02/2017,13:05:42,0.000
02/02/2017,13:05:43,0.000
02/02/2017,13:05:44,0.000
02/02/2017,13:05:45,0.000
02/02/2017,13:05:46,0.000
02/02/2017,13:05:47,0.000
02/02/2017,13:05:48,0.000
02/02/2017,13:05:49,0.000
02/02/2017,13:05:50,0.000
02/02/2017,13:05:51,0.000
02/02/2017,13:05:52,0.000
02/02/2017,13:05:53,0.000
02/02/2017,13:05:54,0.000
02/02/2017,13:05:55,0.000
02/02/2017,13:05:56,0.000
02/02/2017,13:05:57,0.000
02/02/2017,13:05:58,0.000
02/02/2017,13:05:59,0.000
02/02/2017,13:06:00,0.000
02/02/2017,13:06:01,0.000
02/02/2017,13:06:02,0.000
02/02/2017,13:06:03,0.000
02/02/2017,13:06:04,0.000
02/02/2017,13:06:05,0.000
02/02/2017,13:06:06,0.000
02/02/2017,13:06:07,0.000
02/02/2017,13:06:08,0.000
02/02/2017,13:06:09,0.000
02/02/2017,13:06:10,0.000
02/02/2017,13:06:11,0.000
02/02/2017,13:06:12,0.000
02/02/2017,13:06:13,0.000
02/02/2017,13:06:14,0.000
02/02/2017,13:06:15,0.000
02/02/2017,13:06:16,0.000
02/02/2017,13:06:17,0.000
02/02/2017,13:06:18,0.000
02/02/2017,13:06:19,0.000

Model:,DustTrak II
Model Number:,8530
Serial Number:,8530124211
Test ID:,006
Test Abbreviation:,MANUAL_006
Start Date:,02/02/2017
Start Time:,13:17:06
Duration (dd:hh:mm:ss):,0:06:48:00
Log Interval (mm:ss):,00:01
Number of points:,24539
Notes:,

Statistics,Channel:,AEROSOL
,Units:,mg/m^3
,Average:,3.190
,Minimum:,0.000
,Time of Minimum:,13:17:07
,Date of Minimum:,02/02/2017
,Maximum:,76.500
,Time of Maximum:,13:56:19
,Date of Maximum:,02/02/2017

Calibration,Sensor:,AEROSOL
,Cal. date,10/17/2012

Date,Time,AEROSOL
MM/dd/yyyy,hh:mm:ss,mg/m^3
02/02/2017,13:17:07,0.000
02/02/2017,13:17:08,0.000
02/02/2017,13:17:09,0.000
02/02/2017,13:17:10,0.000
02/02/2017,13:17:11,0.000
02/02/2017,13:17:12,0.000
02/02/2017,13:17:13,0.000
02/02/2017,13:17:14,0.000
02/02/2017,13:17:15,0.000
02/02/2017,13:17:16,0.000
02/02/2017,13:17:17,0.000
02/02/2017,13:17:18,0.000
02/02/2017,13:17:19,0.000
02/02/2017,13:17:20,0.000
02/02/2017,13:17:21,0.000
02/02/2017,13:17:22,0.000
02/02/2017,13:17:23,0.000
02/02/2017,13:17:24,0.000
02/02/2017,13:17:25,0.000
02/02/2017,13:17:26,0.000
02/02/2017,13:17:27,0.000
02/02/2017,13:17:28,0.000
02/02/2017,13:17:29,0.000
02/02/2017,13:17:30,0.000
02/02/2017,13:17:31,0.000
02/02/2017,13:17:32,0.000
02/02/2017,13:17:33,0.000
02/02/2017,13:17:34,0.000
02/02/2017,13:17:35,0.000
02/02/2017,13:17:36,0.000
02/02/2017,13:17:37,0.000
02/02/2017,13:17:38,0.000
02/02/2017,13:17:39,0.000
02/02/2017,13:17:40,0.000
02/02/2017,13:17:41,0.000
02/02/2017,13:17:42,0.000
02/02/2017,13:17:43,0.000
02/02/2017,13:17:44,0.000
02/02/2017,13:17:45,0.000
02/02/2017,13:17:46,0.000
02/02/2017,13:17:47,0.000
02/02/2017,13:17:48,0.000
02/02/2017,13:17:49,0.000
02/02/2017,13:17:50,0.000
02/02/2017,13:17:51,0.000
02/02/2017,13:17:52,0.000
02/02/2017,13:17:53,0.000
02/02/2017,13:17:54,0.000
02/02/2017,13:17:55,0.000
02/02/2017,13:17:56,0.000
02/02/2017,13:17:57,0.000
02/02/2017,13:17:58,0.000
02/02/2017,13:17:59,0.000
02/02/2017,13:18:00,0.000
02/02/2017,13:18:01,0.000
02/02/2017,13:18:02,0.000
02/02/2017,13:18:03,0.000
02/02/2017,13:18:04,0.000
02/02/2017,13:18:05,0.000
02/02/2017,13:18:06,0.000
02/02/2017,13:18:07,0.000
02/02/2017,13:18:08,0.000
02/02/2017,13:18:09,0.000
02/02/2017,13:18:10,0.000
02/02/2017,13:18:11,0.000
02/02/2017,13:18:12,0.000
02/02/2017,13:18:13,0.000
02/02/2017,13:18:14,0.000
02/02/2017,13:18:15,0.000
02/02/2017,13:18:16,0.000
02/02/2017,13:18:17,0.000
02/02/2017,13:18:18,0.000
02/02/2017,13:18:19,0.000
02/02/2017,13:18:20,0.000
02/02/2017,13:18:21,0.000
02/02/2017,13:18:22,0.000
02/02/2017,13:18:23,0.000
02/02/2017,13:18:24,0.000
02/02/2017,13:18:25,0.000
02/02/2017,13:18:26,0.000
02/02/2017,13:18:27,0.000
02/02/2017,13:18:28,0.000
02/02/2017,13:18:29,0.000
02/02/2017,13:18:30,0.000
02/02/2017,13:18:31,0.000
02/02/2017,13:18:32,0.000
02/02/2017,13:18:33,0.000
02/02/2017,13:18:34,0.000
02/02/2017,13:18:35,0.000
02/02/2017,13:18:36,0.000
02/02/2017,13:18:37,0.000
02/02/2017,13:18:38,0.000
02/02/2017,13:18:39,0.000
02/02/2017,13:18:40,0.000
02/02/2017,13:18:41,0.000
02/02/2017,13:18:42,0.000
02/02/2017,13:18:43,0.000
02/02/2017,13:18:44,0.000
02/02/2017,13:18:45,0.000
02/02/2017,13:18:46,0.000
02/02/2017,13:18:47,0.000
02/02/2017,13:18:48,0.000
02/02/2017,13:18:49,0.000
02/02/2017,13:18:50,0.000
02/02/2017,13:18:51,0.000
02/02/2017,13:18:52,0.000
02/02/2017,13:18:53,0.000
02/02/2017,13:18:54,0.000
02/02/2017,13:18:55,0.000
02/02/2017,13:18:56,0.000
02/02/2017,13:18:57,0.000
02/02/2017,13:18:58,0.000
02/02/2017,13:18:59,0.000
02/02/2017,13:19:00,0.000
02/02/2017,13:19:01,0.000
02/02/2017,13:19:02,0.000
02/02/2017,13:19:03,0.000
02/02/2017,13:19:04,0.000
02/02/2017,13:19:05,0.000
02/02/2017,13:19:06,0.000
02/02/2017,13:19:07,0.000
02/02/2017,13:19:08,0.000
02/02/2017,13:19:09,0.000
02/02/2017,13:19:10,0.000
02/02/2017,13:19:11,0.000
02/02/2017,13:19:12,0.000
02/02/2017,13:19:13,0.000
02/02/2017,13:19:14,0.000
02/02/2017,13:19:15,0.000
02/02/2017,13:19:16,0.000
02/02/2017,13:19:17,0.000
02/02/2017,13:19:18,0.000
02/02/2017,13:19:19,0.000
02/02/2017,13:19:20,0.000
02/02/2017,13:19:21,0.000
02/02/2017,13:19:22,0.000
02/02/2017,13:19:23,0.000
02/02/2017,13:19:24,0.000
02/02/2017,13:19:25,0.000
02/02/2017,13:19:26,0.000
02/02/2017,13:19:27,0.000
02/02/2017,13:19:28,0.000
02/02/2017,13:19:29,0.000
02/02/2017,13:19:30,0.000
02/02/2017,13:19:31,0.000
02/02/2017,13:19:32,0.000
02/02/2017,13:19:33,0.000
02/02/2017,13:19:34,0.000
02/02/2017,13:19:35,0.000
02/02/2017,13:19:36,0.000
02/02/2017,13:19:37,0.000
02/02/2017,13:19:38,0.000
02/02/2017,13:19:39,0.000
02/02/2017,13:19:40,0.000
02/02/2017,13:19:41,0.000
02/02/2017,13:19:42,0.000
02/02/2017,13:19:43,0.000
02/02/2017,13:19:44,0.000
02/02/2017,13:19:45,0.000
02/02/2017,13:19:46,0.000
02/02/2017,13:19:47,0.000
02/02/2017,13:19:48,0.000
02/02/2017,13:19:49,0.000
02/02/2017,13:19:50,0.000
02/02/2017,13:19:51,0.000
02/02/2017,13:19:52,0.000
02/02/2017,13:19:53,0.000
02/02/2017,13:19:54,0.000
02/02/2017,13:19:55,0.000
02/02/2017,13:19:56,0.000
02/02/2017,13:19:57,0.000
02/02/2017,13:19:58,0.000
02/02/2017,13:19:59,0.000
02/02/2017,13:20:00,0.000
02/02/2017,13:20:01,0.000
02/02/2017,13:20:02,0.000
02/02/2017,13:20:03,0.000
02/02/2017,13:20:04,0.000
02/02/2017,13:20:05,0.000
02/02/2017,13:20:06,0.000
02/02/2017,13:20:07,0.000
02/02/2017,13:20:08,0.000
02/02/2017,13:20:09,0.000
02/02/2017,13:20:10,0.000
02/02/2017,13:20:11,0.000
02/02/2017,13:20:12,0.000
02/02/2017,13:20:13,0.000
02/02/2017,13:20:14,0.000
02/02/2017,13:20:15,0.000
02/02/2017,13:20:16,0.000
02/02/2017,13:20:17,0.000
02/02/2017,13:20:18,0.000
02/02/2017,13:20:19,0.000
02/02/2017,13:20:20,0.000
02/02/2017,13:20:21,0.000
02/02/2017,13:20:22,0.000
02/02/2017,13:20:23,0.000
02/02/2017,13:20:24,0.000
02/02/2017,13:20:25,0.000
02/02/2017,13:20:26,0.000
02/02/2017,13:20:27,0.000
02/02/2017,13:20:28,0.000
02/02/2017,13:20:29,0.000
02/02/2017,13:20:30,0.000
02/02/2017,13:20:31,0.000
02/02/2017,13:20:32,0.000
02/02/2017,13:20:33,0.000
02/02/2017,13:20:34,0.000
02/02/2017,13:20:35,0.000
02/02/2017,13:20:36,0.000
02/02/2017,13:20:37,0.000
02/02/2017,13:20:38,0.000
02/02/2017,13:20:39,0.000
02/02/2017,13:20:40,0.000
02/02/2017,13:20:41,0.000
02/02/2017,13:20:42,0.000
02/02/2017,13:20:43,0.000
02/02/2017,13:20:44,0.000
02/02/2017,13:20:45,0.000
02/02/2017,13:20:46,0.000
02/02/2017,13:20:47,0.000
02/02/2017,13:20:48,0.000
02/02/2017,13:20:49,0.000
02/02/2017,13:20:50,0.000
02/02/2017,13:20:51,0.000
02/02/2017,13:20:52,0.000
02/02/2017,13:20:53,0.000
02/02/2017,13:20:54,0.000
02/02/2017,13:20:55,0.000
02/02/2017,13:20:56,0.000
02/02/2017,13:20:57,0.000
02/02/2017,13:20:58,0.000
02/02/2017,13:20:59,0.000
02/02/2017,13:21:00,0.000
02/02/2017,13:21:01,0.000
02/02/2017,13:21:02,0.000
02/02/2017,13:21:03,0.000
02/02/2017,13:21:04,0.000
02/02/2017,13:21:05,0.000
02/02/2017,13:21:06,0.000
02/02/2017,13:21:07,0.000
02/02/2017,13:21:08,0.000
02/02/2017,13:21:09,0.000
02/02/2017,13:21:10,0.000
02/02/2017,13:21:11,0.000
02/02/2017,13:21:12,0.000
02/02/2017,13:21:13,0.000
02/02/2017,13:21:14,0.000
02/02/2017,13:21:15,0.000
02/02/2017,13:21:16,0.000
02/02/2017,13:21:17,0.000
02/02/2017,13:21:18,0.000
02/02/2017,13:21:19,0.000
02/02/2017,13:21:20,0.000
02/02/2017,13:21:21,0.000
02/02/2017,13:21:22,0.000
02/02/2017,13:21:23,0.000
02/02/2017,13:21:24,0.000
02/02/2017,13:21:25,0.000
02/02/2017,13:21:26,0.000
02/02/2017,13:21:27,0.000
02/02/2017,13:21:28,0.000
02/02/2017,13:21:29,0.000
02/02/2017,13:21:30,0.000
02/02/2017,13:21:31,0.000
02/02/2017,13:21:32,0.000
02/02/2017,13:21:33,0.000
02/02/2017,13:21:34,0.000
02/02/2017,13:21:35,0.000
02/02/2017,13:21:36,0.000
02/02/2017,13:21:37,0.000
02/02/2017,13:21:38,0.000
02/02/2017,13:21:39,0.000
02/02/2017,13:21:40,0.000
02/02/2017,13:21:41,0.000
02/02/2017,13:21:42,0.000
02/02/2017,13:21:43,0.000
02/02/2017,13:21:44,0.000
02/02/2017,13:21:45,0.000
02/02/2017,13:21:46,0.000
02/02/2017,13:21:47,0.000
02/02/2017,13:21:48,0.000
02/02/2017,13:21:49,0.000
02/02/2017,13:21:50,0.000
02/02/2017,13:21:51,0.000
02/02/2017,13:21:52,0.000
02/02/2017,13:21:53,0.000
02/02/2017,13:21:54,0.000
02/02/2017,13:21:55,0.000
02/02/2017,13:21:56,0.000
02/02/2017,13:21:57,0.000
02/02/2017,13:21:58,0.000
02/02/2017,13:21:59,0.000
02/02/2017,13:22:00,0.000
02/02/2017,13:22:01,0.000
02/02/2017,13:22:02,0.000
02/02/2017,13:22:03,0.000
02/02/2017,13:22:04,0.000
02/02/2017,13:22:05,0.000
02/02/2017,13:22:06,0.000
02/02/2017,13:22:07,0.000
02/02/2017,13:22:08,0.000
02/02/2017,13:22:09,0.000
02/02/2017,13:22:10,0.000
02/02/2017,13:22:11,0.000
02/02/2017,13:22:12,0.000
02/02/2017,13:22:13,0.000
02/02/2017,13:22:14,0.000
02/02/2017,13:22:15,0.000
02/02/2017,13:22:16,0.000
02/02/2017,13:22:17,0.000
02/02/2017,13:22:18,0.000
02/02/2017,13:22:19,0.000
02/02/2017,13:22:20,0.000
02/02/2017,13:22:21,0.000
02/02/2017,13:22:22,0.000
02/02/2017,13:22:23,0.000
02/02/2017,13:22:24,0.000
02/02/2017,13:22:25,0.000
02/02/2017,13:22:26,0.000
02/02/2017,13:22:27,0.000
02/02/2017,13:22:28,0.000
02/02/2017,13:22:29,0.000
02/02/2017,13:22:30,0.000
02/02/2017,13:22:31,0.000
02/02/2017,13:22:32,0.000
02/02/2017,13:22:33,0.000
02/02/2017,13:22:34,0.000
02/02/2017,13:22:35,0.000
02/02/2017,13:22:36,0.000
02/02/2017,13:22:37,0.000
02/02/2017,13:22:38,0.000
02/02/2017,13:22:39,0.000
02/02/2017,13:22:40,0.000
02/02/2017,13:22:41,0.000
02/02/2017,13:22:42,0.000
02/02/2017,13:22:43,0.000
02/02/2017,13:22:44,0.000
02/02/2017,13:22:45,0.000
02/02/2017,13:22:46,0.000
02/02/2017,13:22:47,0.000
02/02/2017,13:22:48,0.000
02/02/2017,13:22:49,0.000
02/02/2017,13:22:50,0.000
02/02/2017,13:22:51,0.000
02/02/2017,13:22:52,0.000
02/02/2017,13:22:53,0.000
02/02/2017,13:22:54,0.000
02/02/2017,13:22:55,0.000
02/02/2017,13:22:56,0.000
02/02/2017,13:22:57,0.000
02/02/2017,13:22:58,0.000
02/02/2017,13:22:59,0.000
02/02/2017,13:23:00,0.000
02/02/2017,13:23:01,0.000
02/02/2017,13:23:02,0.000
02/02/2017,13:23:03,0.000
02/02/2017,13:23:04,0.000
02/02/2017,13:23:05,0.000
02/02/2017,13:23:06,0.000
02/02/2017,13:23:07,0.000
02/02/2017,13:23:08,0.000
02/02/2017,13:23:09,0.000
02/02/2017,13:23:10,0.000
02/02/2017,13:23:11,0.000
02/02/2017,13:23:12,0.000
02/02/2017,13:23:13,0.000
02/02/2017,13:23:14,0.000
02/02/2017,13:23:15,0.000
02/02/2017,13:23:16,0.000
02/02/2017,13:23:17,0.000
02/02/2017,13:23:18,0.000
02/02/2017,13:23:19,0.000
02/02/2017,13:23:20,0.000
02/02/2017,13:23:21,0.000
02/02/2017,13:23:22,0.000
02/02/2017,13:23:23,0.000
02/02/2017,13:23:24,0.000
02/02/2017,13:23:25,0.000
02/02/2017,13:23:26,0.000
02/02/2017,13:23:27,0.000
02/02/2017,13:23:28,0.000
02/02/2017,13:23:29,0.000
02/02/2017,13:23:30,0.000
02/02/2017,13:23:31,0.000
02/02/2017,13:23:32,0.000
02/02/2017,13:23:33,0.000
02/02/2017,13:23:34,0.000
02/02/2017,13:23:35,0.000
02/02/2017,13:23:36,0.000
02/02/2017,13:23:37,0.000
02/02/2017,13:23:38,0.000
02/02/2017,13:23:39,0.000
02/02/2017,13:23:40,0.000
02/02/2017,13:23:41,0.000
02/02/2017,13:23:42,0.000
02/02/2017,13:23:43,0.000
02/02/2017,13:23:44,0.000
02/02/2017,13:23:45,0.000
02/02/2017,13:23:46,0.000
02/02/2017,13:23:47,0.000
02/02/2017,13:23:48,0.000
02/02/2017,13:23:49,0.000
02/02/2017,13:23:50,0.000
02/02/2017,13:23:51,0.000
02/02/2017,13:23:52,0.000
02/02/2017,13:23:53,0.000
02/02/2017,13:23:54,0.000
02/02/2017,13:23:55,0.000
02/02/2017,13:23:56,0.000
02/02/2017,13:23:57,0.000
02/02/2017,13:23:58,0.000
02/02/2017,13:23:59,0.000
02/02/2017,13:24:00,0.000
02/02/2017,13:24:01,0.000
02/02/2017,13:24:02,0.000
02/02/2017,13:24:03,0.000
02/02/2017,13:24:04,0.000
02/02/2017,13:24:05,0.000
02/02/2017,13:24:06,0.000
02/02/2017,13:24:07,0.000
02/02/2017,13:24:08,0.000
02/02/2017,13:24:09,0.000
02/02/2017,13:24:10,0.000
02/02/2017,13:24:11,0.000
02/02/2017,13:24:12,0.000
02/02/2017,13:24:13,0.000
02/02/2017,13:24:14,0.000
02/02/2017,13:24:15,0.000
02/02/2017,13:24:16,0.000
02/02/2017,13:24:17,0.000
02/02/2017,13:24:18,0.000
02/02/2017,13:24:19,0.000
02/02/2017,13:24:20,0.000
02/02/2017,13:24:21,0.000
02/02/2017,13:24:22,0.000
02/02/2017,13:24:23,0.000
02/02/2017,13:24:24,0.000
02/02/2017,13:24:25,0.000
02/02/2017,13:24:26,0.000
02/02/2017,13:24:27,0.000
02/02/2017,13:24:28,0.000
02/02/2017,13:24:29,0.000
02/02/2017,13:24:30,0.000
02/02/2017,13:24:31,0.000
02/02/2017,13:24:32,0.000
02/02/2017,13:24:33,0.000
02/02/2017,13:24:34,0.000
02/02/2017,13:24:35,0.000
02/02/2017,13:24:36,0.000
02/02/2017,13:24:37,0.000
02/02/2017,13:24:38,0.000
02/02/2017,13:24:39,0.000
02/02/2017,13:24:40,0.000
02/02/2017,13:24:41,0.000
02/02/2017,13:24:42,0.000
02/02/2017,13:24:43,0.000
02/02/2017,13:24:44,0.000
02/02/2017,13:24:45,0.000
02/02/2017,13:24:46,0.000
02/02/2017,13:24:47,0.000
02/02/2017,13:24:48,0.000
02/02/2017,13:24:49,0.000
02/02/2017,13:24:50,0.000
02/02/2017,13:24:51,0.000
02/02/2017,13:24:52,0.000
02/02/2017,13:24:53,0.000
02/02/2017,13:24:54,0.000
02/02/2017,13:24:55,0.000
02/02/2017,13:24:56,0.000
02/02/2017,13:24:57,0.000
02/02/2017,13:24:58,0.000
02/02/2017,13:24:59,0.000
02/02/2017,13:25:00,0.000
02/02/2017,13:25:01,0.000
02/02/2017,13:25:02,0.000
02/02/2017,13:25:03,0.000
02/02/2017,13:25:04,0.000
02/02/2017,13:25:05,0.000
02/02/2017,13:25:06,0.000
02/02/2017,13:25:07,0.000
02/02/2017,13:25:08,0.000
02/02/2017,13:25:09,0.000
02/02/2017,13:25:10,0.000
02/02/2017,13:25:11,0.000
02/02/2017,13:25:12,0.000
02/02/2017,13:25:13,0.000
02/02/2017,13:25:14,0.000
02/02/2017,13:25:15,0.000
02/02/2017,13:25:16,0.000
02/02/2017,13:25:17,0.000
02/02/2017,13:25:18,0.000
02/02/2017,13:25:19,0.000
02/02/2017,13:25:20,0.000
02/02/2017,13:25:21,0.000
02/02/2017,13:25:22,0.000
02/02/2017,13:25:23,0.000
02/02/2017,13:25:24,0.000
02/02/2017,13:25:25,0.000
02/02/2017,13:25:26,0.000
02/02/2017,13:25:27,0.000
02/02/2017,13:25:28,0.000
02/02/2017,13:25:29,0.000
02/02/2017,13:25:30,0.000
02/02/2017,13:25:31,0.000
02/02/2017,13:25:32,0.000
