"datetime","pm_dtX","sample_dtX","pm_dtY","sample_dtY"
2017-02-02 13:05:32,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:33,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:34,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:35,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:36,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:37,0.363,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:38,0.378,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:39,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:40,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:41,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:42,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:43,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:44,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:45,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:46,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:47,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:48,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:49,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:50,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:51,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:52,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:53,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:54,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:55,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:56,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:57,0,"MANUAL_028",0,"MANUAL_005"
2017-02-02 13:05:58,0,"MANUAL_028",0,"MANUAL_005"
